,train,valid
0,0.25424160674539587,0.09643258542443316
1,0.2462194944558192,0.09512879044955803
2,0.24119487862723568,0.09512228666183849
3,0.23884278531592812,0.09450646055241425
4,0.23724960511188126,0.09393400923969845
5,0.23596903899802812,0.09314764805862473
6,0.23494064074105744,0.09253236162476242
7,0.23416547044845565,0.09188559237453672
8,0.23341716083860586,0.09133123779772884
9,0.2325989099733147,0.09067725307411617
10,0.2320013405784728,0.0901886866065777
11,0.2313315771974712,0.08979574081280993
12,0.23072086932278046,0.0895081243943423
13,0.23007082763970607,0.08919562727937268
14,0.2294452213053961,0.08892370090405974
15,0.22899744159261148,0.08871966336543362
16,0.2285858940828355,0.08855916492434011
17,0.22811243970442327,0.08841890086316401
18,0.22776114706334377,0.08834885128049387
19,0.22738829244756037,0.08827156808951662
20,0.2270612820524663,0.08819676501055558
21,0.22681960709289545,0.08810932476383944
22,0.22665048980094965,0.08804814095815851
23,0.22631733560387696,0.08803604284508361
24,0.22607200125986265,0.08800045654384626
25,0.2259279220283682,0.08799546905275848
26,0.22570733608500587,0.08798861084505916
27,0.2254892968358324,0.08797288497185542
28,0.22533238825151727,0.0879437379901194
29,0.22509327142070684,0.08788902739373346
30,0.22488188585783872,0.08785522359216379
31,0.22471136014006796,0.08778249425813556
32,0.22442590329234327,0.08773563176186548
33,0.2243046866589418,0.08772375336330798
34,0.22423341457495496,0.08769454970024526
35,0.2239576936255963,0.08758612942054039
36,0.22358604166878476,0.08743844057122867
37,0.22346017301260007,0.08732223394326866
38,0.22323772450169874,0.08730636733687586
39,0.22303888593275573,0.08731437482250233
40,0.2227975545868662,0.08728516226013501
41,0.22264044138876396,0.08730128710158169
42,0.22239226709666943,0.08728090280459987
43,0.22223611979094882,0.08724553034537369
44,0.22203523379617504,0.08722411248729461
45,0.221859706052032,0.08721466046861476
46,0.22173617890341177,0.08723251027469006
47,0.22152168838684225,0.08721583486638135
48,0.22142520829451284,0.08719184624755548
49,0.22125855810932873,0.08710390557017592
50,0.22110200318736986,0.08706314341786008
51,0.22092267344262273,0.08703636706599759
52,0.22075688794610046,0.0870088496659365
53,0.2205994479387762,0.08698018710128963
54,0.22049241690962976,0.08699554877562655
55,0.2203954352575931,0.08699794837998019
56,0.2202409479567515,0.08690478725151883
57,0.2202170946513347,0.0868850502754665
58,0.2199502604965505,0.08684163157724673
59,0.21981717411258686,0.08682122472156253
60,0.21971006108455302,0.08679087090099023
61,0.21957419290103847,0.08676287612049943
62,0.21943031250691367,0.08683765488159326
63,0.21924210857370838,0.08681172274777459
64,0.21933367931365316,0.08677821213172542
65,0.2190932817794087,0.08674269172156023
66,0.21914570014517282,0.08674124571391278
67,0.21886969685909294,0.08668610407039523
68,0.218905186833119,0.08671953487727377
69,0.2186803707339254,0.0866622472078436
70,0.2188585382657096,0.08665087956210805
71,0.2186418846027837,0.08665004238072369
72,0.21862325014635212,0.08664049614324337
73,0.2183906153594661,0.08654369675140414
74,0.218452316222875,0.0865736553290238
75,0.21825080705503563,0.08652549707848164
76,0.21818149769456968,0.08646373533540302
77,0.21814987518166798,0.08642179938033223
78,0.21804657127589933,0.08640329764845471
79,0.2179621854161341,0.08634333643648359
80,0.21789798997749116,0.08626009917093648
81,0.21782238991738903,0.08621740147160988
82,0.21758061023207292,0.08610231972609957
83,0.21764284132846765,0.08612965611327025
84,0.21757037814388733,0.08609185949899256
85,0.21748481634154265,0.08604084922828609
86,0.21737037126957956,0.08599627734575835
87,0.2172252876732114,0.08594282726860708
88,0.21723570372532344,0.08590205683786836
89,0.217024789278632,0.08588876233746608
90,0.21686244908247201,0.0858042002396865
91,0.21674770333745058,0.08569401983792584
92,0.2166618540483926,0.08564946640075909
93,0.21646920090452546,0.0855711987759504
94,0.2163937246696728,0.08560468647111621
95,0.21619161082771682,0.0855717063208835
96,0.21612585796272413,0.08550670727466543
97,0.21601520960278336,0.0854482741560787
98,0.2158929239108508,0.08540636143233213
99,0.21577252115729073,0.0853912183859696
100,0.21568162633763951,0.08540367759350273
101,0.2155812876631639,0.0853928495457189
102,0.21552873814168075,0.08538323229489227
103,0.2154513293127012,0.08534786532012124
104,0.21531364108465376,0.08532583123693864
105,0.215183138928657,0.08530882619217867
106,0.2151143514839489,0.08530171779501769
107,0.21501336393264373,0.08525822715212901
108,0.21495442177420335,0.08531345727129115
109,0.21481120831976158,0.08533509192056954
110,0.21473573509322863,0.0852869728114456
111,0.21465332588247424,0.08525684581966037
112,0.21451760316452395,0.08524152437328464
113,0.21456555230358232,0.08528459227333467
114,0.21441734707101234,0.08529649449822803
115,0.21424260438190743,0.08528359363683397
116,0.2142573547815638,0.08536166560629176
117,0.21417211897168603,0.08536183490003976
118,0.21404061232700886,0.08535881870840159
119,0.21386811484782292,0.08532424672092828
120,0.2138720328295012,0.08528505493369368
121,0.213748484498836,0.08525548109577762
122,0.21375656355586317,0.08530262407536308
123,0.2135970727466638,0.08530096497593655
124,0.2135072803856539,0.08527798906693028
125,0.21338559583657318,0.08523949473682377
126,0.21333106479511435,0.08524417041593955
127,0.2132723719982933,0.08522883324056035
128,0.21319606491468018,0.08517459203075203
129,0.21313732800753935,0.08521985066019827
130,0.2130756880626053,0.08516001716877024
131,0.21292352102445586,0.08510591040572359
132,0.2128477093582559,0.0851398616667009
133,0.21278577630541154,0.08514106335739295
134,0.2127291040055247,0.08514522732649413
135,0.21267032157629728,0.08515012269425723
