,site1
0,0.6614889
1,0.6614889
2,0.6614889
3,0.6614889
4,0.6614889
5,0.6614889
6,0.6614889
7,0.6614889
8,0.6614889
9,0.6614889
10,0.6614889
11,0.6614889
12,0.6614889
13,0.6614889
14,0.6614889
15,0.6614889
16,0.6614889
17,0.6614889
18,0.6614889
19,0.6614889
20,0.6614889
21,0.6614889
22,0.6614889
23,0.6614889
24,0.6614889
25,0.6614889
26,0.6614889
27,0.6614889
28,0.6614889
29,0.6614889
30,0.6614889
31,0.6614889
32,0.6614889
33,0.6614889
34,0.6614889
35,0.66190076
36,0.6614889
37,0.6614889
38,0.6614889
39,0.6614889
40,1.0446776
41,0.6614889
42,0.6614889
43,0.71043754
44,1.0494056
45,0.6614889
46,0.6614889
47,0.6614889
48,0.6614889
49,0.6614889
50,0.6614889
51,0.6614889
52,0.6614889
53,0.6614889
54,0.6614889
55,0.6614889
56,0.6614889
57,0.6614889
58,0.6614889
59,0.6614889
60,0.6614889
61,0.6614889
62,0.6614889
63,0.6614889
64,0.6614889
65,0.8308264
66,0.75012136
67,0.6614889
68,0.6614889
69,0.6614889
70,0.6912837
71,0.7099582
72,0.6614889
73,0.6614889
74,0.9265183
75,1.0864787
76,1.8568375
77,1.2542965
78,1.238059
79,1.5115523
80,1.7161002
81,2.3488069
82,2.60234
83,2.250947
84,2.2546308
85,2.486926
86,2.6559482
87,2.6683295
88,2.7158823
89,2.5932105
90,2.4815292
91,2.4122076
92,2.1121738
93,2.4516816
94,2.6239228
95,2.5814667
96,2.6732762
97,3.1222854
98,2.5681965
99,3.083193
100,3.2303033
101,2.5462713
102,2.9017863
103,3.0798218
104,3.329163
105,3.2077055
106,3.400667
107,3.86301
108,3.2004418
109,4.0854735
110,3.3121214
111,4.747441
112,5.0262737
113,5.253745
114,5.2048454
115,3.617472
116,3.9194403
117,3.8446875
118,4.031062
119,3.746459
120,4.1550946
121,5.415267
122,3.95965
123,5.2991323
124,4.9334927
125,4.6633615
126,5.6562414
127,5.016369
128,4.6321096
129,5.255992
130,6.272952
131,6.133643
132,6.0979843
133,6.166959
134,4.7897377
135,6.4547434
136,6.35005
137,6.1830387
138,4.6509
139,4.8576193
140,6.6571026
141,5.418763
142,7.2275715
143,5.6724024
144,7.83307
145,8.528035
146,8.034769
147,8.749963
148,6.887748
149,6.5272236
150,7.3821764
151,5.4967356
152,6.7550173
153,7.125642
154,6.801303
155,8.188456
156,8.66228
157,8.648775
158,8.576709
159,7.8492365
160,8.400635
161,7.593198
162,6.7340946
163,8.532296
164,9.157701
165,7.751857
166,6.6598625
167,9.887188
168,7.3953876
169,8.982133
170,8.12263
171,9.01602
172,9.180786
173,8.604767
174,7.7134876
175,9.80867
176,8.899992
177,8.825023
178,9.201792
179,9.063902
180,8.98391
181,8.712584
182,8.684544
183,9.220306
184,6.5769653
185,6.7840176
186,9.482352
187,9.205408
188,9.309398
189,8.936505
190,9.330117
191,9.009875
192,8.334219
193,7.7144594
194,7.277629
195,7.5601587
196,7.77584
197,7.2811594
198,6.512907
199,7.265705
200,6.824956
201,8.676508
202,6.999097
203,6.4686384
204,6.1926594
205,7.4374237
206,7.685731
207,6.7611904
208,6.0762486
209,6.0971017
210,7.348419
211,6.432493
212,5.7312098
213,7.013732
214,6.771449
215,4.8496027
216,7.0400743
217,6.681942
218,6.4506464
219,6.8918324
220,6.141427
221,5.80884
222,6.308015
223,6.386799
224,5.947569
225,7.265685
226,6.267128
227,6.920265
228,6.961375
229,6.98417
230,6.556185
231,6.785966
232,6.5937243
233,6.049326
234,6.3650618
235,4.39562
236,6.3872395
237,6.0891485
238,5.338891
239,6.245611
240,6.7779875
241,6.5506916
242,6.2881556
243,3.8824139
244,6.6838856
245,5.5002165
246,6.0254526
247,5.7857866
248,5.207362
249,5.5925994
250,4.689683
251,5.21301
252,4.3933754
253,5.1521425
254,5.056421
255,3.8997102
256,4.0407605
257,5.120247
258,4.4088345
259,3.5335617
260,3.459285
261,3.9787884
262,3.3481522
263,3.5782661
264,4.1731596
265,3.7832205
266,3.8596668
267,3.2831602
268,3.0769143
269,3.259628
270,3.1651216
271,3.5281382
272,2.75113
273,3.5909622
274,3.3802843
275,3.4041307
276,3.0335531
277,2.9447613
278,3.0640378
279,3.0272584
280,2.6122508
281,2.8191156
282,3.145388
283,3.1424644
284,2.9482155
285,2.336488
286,3.1086078
287,3.1325896
288,2.6067238
289,2.8026464
290,2.658106
291,2.1043565
292,2.1043565
293,1.8529484
294,2.4435358
295,2.4259474
296,0.6614889
297,2.1043565
298,1.4850378
299,2.1043565
300,2.038929
301,1.907384
302,1.8559315
303,1.432379
304,1.654586
305,0.8356103
306,1.4037867
307,1.3909526
308,1.24173
309,1.1366405
310,1.142293
311,1.3250638
312,1.1080773
313,0.6614889
314,0.74946535
315,0.9446206
316,0.9892056
317,0.9359615
318,1.2444389
319,0.7503753
320,0.7252165
321,0.70648885
322,0.6614889
323,0.6614889
324,0.6614889
325,0.6614889
326,0.6614889
327,0.6614889
328,0.6614889
329,0.6614889
330,0.6614889
331,0.6614889
332,0.6614889
333,0.6614889
334,0.6614889
335,0.6614889
336,0.6614889
337,0.6614889
338,0.6614889
339,0.6614889
340,0.6614889
341,0.6614889
342,0.6614889
343,0.6614889
344,0.6614889
345,0.6614889
346,0.6614889
347,0.6614889
348,0.6614889
349,0.6614889
350,0.6614889
351,0.6614889
352,0.6614889
353,0.6614889
354,0.6614889
355,0.6614889
356,0.6614889
357,0.6614889
358,0.6614889
359,0.6614889
360,0.6614889
361,0.6614889
362,0.6614889
363,0.6614889
364,0.6614889
365,0.6614889
366,0.6614889
367,0.6614889
368,0.6614889
369,0.6614889
370,0.6614889
371,0.6614889
372,0.6614889
373,0.6614889
374,0.6614889
375,0.6614889
376,0.6614889
377,0.6614889
378,0.6614889
379,0.6614889
380,0.6614889
381,0.6614889
382,0.6614889
383,0.6614889
384,0.6614889
385,0.6614889
386,0.6614889
387,0.6614889
388,0.6614889
389,0.6614889
390,0.6614889
391,0.6614889
392,0.6614889
393,0.6614889
394,0.6614889
395,0.6614889
396,0.6614889
397,0.6614889
398,0.6614889
399,0.6614889
400,0.6614889
401,0.6614889
402,0.6614889
403,0.6614889
404,0.67271507
405,0.6614889
406,0.6614889
407,1.1365504
408,0.8795792
409,0.6614889
410,0.6614889
411,0.87804234
412,0.6614889
413,0.6614889
414,0.6614889
415,0.6614889
416,0.6614889
417,0.6614889
418,1.0427524
419,0.6614889
420,0.90444124
421,1.029245
422,0.6614889
423,0.6848874
424,1.0996315
425,0.850199
426,1.1430783
427,1.3928283
428,1.7796129
429,1.9134992
430,2.3154428
431,1.8316212
432,2.1859722
433,2.1043565
434,2.240009
435,2.077113
436,2.1050608
437,2.3181167
438,2.642353
439,2.239087
440,2.5824745
441,2.4666333
442,2.471559
443,2.1043565
444,2.27218
445,2.223449
446,1.8262414
447,2.6160786
448,2.4119415
449,2.637137
450,2.345133
451,2.104571
452,2.366798
453,2.2910085
454,2.97795
455,2.51321
456,2.660093
457,2.9033449
458,2.7829952
459,2.7898571
460,2.8598328
461,2.347628
462,3.2475302
463,3.1756282
464,3.0565386
465,3.224588
466,3.3947177
467,3.3033814
468,3.5905988
469,3.355668
470,2.987814
471,4.013603
472,4.40061
473,4.2806616
474,4.573236
475,4.8027315
476,5.3340607
477,5.324086
478,3.8336537
479,4.7893114
480,4.531122
481,5.4331436
482,3.6938896
483,5.0499916
484,3.9281058
485,5.7679706
486,5.946741
487,6.2171164
488,6.096937
489,5.9158926
490,6.254977
491,6.5143747
492,7.3904543
493,7.3051176
494,7.468197
495,7.778289
496,7.886401
497,7.0232935
498,7.693367
499,7.7745905
500,6.767888
501,7.7090664
502,6.274847
503,8.316903
504,7.342263
505,8.468128
506,7.0309896
507,8.288538
508,8.674419
509,4.618898
510,8.21598
511,8.732476
512,8.381004
513,8.697509
514,8.692413
515,9.031689
516,8.701662
517,9.156363
518,9.240149
519,9.1321535
520,9.12104
521,8.647859
522,9.047233
523,9.152841
524,8.091711
525,8.508708
526,8.573496
527,8.043754
528,8.714599
529,8.572964
530,8.015417
531,8.92877
532,8.479849
533,7.6175013
534,9.157848
535,8.888386
536,7.034481
537,8.0607195
538,9.52245
539,8.382413
540,6.449586
541,5.9788394
542,4.8554873
543,6.6384993
544,6.950838
545,7.921031
546,7.916704
547,7.8217993
548,7.1556273
549,7.4143085
550,6.087164
551,7.096712
552,5.510518
553,7.7332087
554,6.158704
555,6.395422
556,6.8879404
557,7.6644897
558,6.3949156
559,6.2458916
560,6.538431
561,6.5516863
562,5.908645
563,5.568461
564,7.067173
565,5.780426
566,7.146386
567,5.718554
568,7.8110685
569,7.6198444
570,7.522006
571,7.726944
572,8.412892
573,8.456586
574,8.4072275
575,8.33346
576,7.6617785
577,7.28401
578,7.154316
579,4.654016
580,6.8113136
581,6.0018334
582,6.9789925
583,6.60664
584,7.8695154
585,4.8222933
586,7.3550367
587,5.6247115
588,7.1192865
589,6.3714695
590,6.843054
591,6.916033
592,7.4206285
593,5.7717886
594,6.3596134
595,5.89013
596,6.3714914
597,6.2553244
598,2.829722
599,5.8682437
600,5.2752886
601,5.1655536
602,4.226519
603,5.8617105
604,6.7867603
605,6.591213
606,6.5922365
607,5.462838
608,5.3880577
609,5.1745853
610,5.816637
611,5.733355
612,4.6707296
613,5.54354
614,4.9448156
615,5.106238
616,4.2530336
617,4.9922423
618,4.8666606
619,5.4565954
620,4.7228093
621,4.941813
622,4.015987
623,4.653133
624,4.39743
625,4.077332
626,4.2094336
627,4.399347
628,3.151298
629,3.792694
630,4.51233
631,4.2796364
632,3.8578002
633,4.013111
634,3.7280214
635,3.7689962
636,3.2881985
637,2.5346534
638,3.3777905
639,3.2366834
640,3.522067
641,2.2984352
642,3.5843284
643,3.1520457
644,2.987563
645,3.1317418
646,2.8402436
647,2.53597
648,2.8999243
649,2.5295973
650,2.8835578
651,1.9549809
652,2.2826965
653,2.6797204
654,2.1043565
655,2.5240085
656,2.5039537
657,2.10374
658,2.196098
659,2.313084
660,1.5471468
661,2.2555647
662,1.1303464
663,1.9481932
664,2.0133529
665,2.1043565
666,1.5682153
667,2.1043565
668,1.5781307
669,1.5929328
670,1.2697349
671,0.9976597
672,0.99482226
673,1.08267
674,0.6614889
675,1.0679415
676,0.71125114
677,0.86065245
678,0.6614889
679,0.7241813
680,0.900934
681,0.6614889
682,0.6614889
683,0.68553126
684,0.8881036
685,0.6614889
686,0.6614889
687,0.6614889
688,0.8636924
689,0.6614889
690,0.6614889
691,0.6614889
692,0.6614889
693,0.6614889
694,0.6614889
695,0.6614889
696,0.6614889
697,0.6614889
698,0.6614889
699,0.6614889
700,0.6614889
701,0.6614889
702,0.6614889
703,0.6614889
704,0.6614889
705,0.6614889
706,0.6614889
707,0.6614889
708,0.6614889
709,0.6614889
710,0.6614889
711,0.6614889
712,0.6614889
713,0.6614889
714,0.6614889
715,0.6614889
716,0.6614889
717,0.6614889
718,0.6614889
719,0.6614889
720,0.6614889
721,0.6614889
722,0.6614889
723,0.6614889
724,0.6614889
725,0.6614889
726,0.6614889
727,0.6614889
728,0.6614889
