,0,1,2,train_loss,val_loss
0,0.0265,8,0.5477,6.370812490197643,5.69572434971514
1,0.0347,4,0.6583,6.601631656303972,7.528424143338576
2,0.0857,16,0.2915,5.128025873320549,8.513520034168078
3,0.0327,8,0.7538,6.629855588805862,11.190827364683152
4,0.0531,64,0.5226,5.864906990277767,10.016649923801422
5,0.002,2,0.5729,5.798826645699893,14.01850575589233
6,0.0082,8,0.9095,6.879507344156224,12.913570505129254
7,0.0653,4,0.1859,5.2733810900671525,5.0548766785542805
8,0.0306,2,0.2312,4.815800945839868,8.501796347211075
9,0.0694,16,0.7638,6.88709243318066,7.660158925450367
10,0.0531,4,0.6533,6.450619444830806,8.58611522248027
11,0.0469,16,0.799,6.792125986814499,11.624670296026313
12,0.0245,64,0.8844,6.919711748802661,13.907622498273849
13,0.0551,8,0.9397,7.486912906812737,8.164477911726287
14,0.0286,64,0.809,6.646596591246128,14.50009233236313
15,0.1,2,0.6784,20.90956770191993,19.368045788460574
16,0.0592,64,0.6884,6.343175377607346,11.345482807238897
17,0.0755,2,0.9146,8.034852539446387,11.177953683646914
18,0.051,64,0.206,4.763248294568062,5.754826179504395
19,0.0327,2,0.1307,4.361717918316494,7.753256196583471
20,0.049,2,0.5377,6.347538558023767,7.4260583639929445
21,0.0184,32,0.2764,4.751619581267238,7.777112344940504
22,0.0592,8,0.5578,6.113464026746993,5.069165118603602
23,0.0633,64,0.8894,6.964284127724171,14.815659987131756
24,0.0633,4,0.4573,6.034692948596712,6.207325706750955
25,0.0653,2,0.4523,6.252958989241224,8.769779846566179
26,0.0755,4,0.4573,5.98247775390502,6.432479529393937
27,0.0735,32,0.8593,6.9491229653000826,11.969202517489592
28,0.0837,8,0.8593,7.260011025415861,10.183976466498946
29,0.0939,64,0.6935,6.435642669701576,6.032186347325643
30,0.0918,16,0.9447,7.487711740256845,8.661137435716132
31,0.049,2,0.7638,7.000975727048572,6.593953261784781
32,0.0878,2,0.5126,18.770465438050255,17.515843072750652
33,0.0694,64,0.9447,7.151677752506733,13.773572986602783
34,0.098,32,0.3719,5.423165122047067,8.680806654344002
35,0.0878,16,0.3065,5.229782065154612,6.25116856627879
36,0.0796,2,0.2513,5.724377768488174,6.496850210462815
37,0.0939,32,0.1106,4.211812254354358,10.262496712505817
38,0.0714,2,0.9849,8.312760584159529,10.810668452775074
39,0.0714,64,0.9548,7.23627804735899,11.419092310269672
40,0.0633,2,0.6633,6.862721237181174,7.0864605198235635
41,0.0939,8,0.3518,5.381926864576991,8.965397719345663
