,0,1,2,3,train_loss,val_loss
0,128,,,,1.0886715534827858,0.9960932680561341
1,8,256.0,16.0,,1.175888273298666,1.0900320503081062
2,256,128.0,256.0,,0.9879149962972477,0.8329689847908115
3,8,,,,1.4130548454329372,1.1790661890884595
4,16,,,,1.2079627827131003,1.0772543658084635
5,256,256.0,16.0,2.0,2.3592074047907072,2.035224356689091
6,16,256.0,4.0,128.0,31.009464899082186,31.52823443242482
7,64,16.0,,,1.009016165140979,0.8861596792670234
8,2,16.0,,,1.560711604818553,1.1705997834748456
9,128,64.0,16.0,64.0,1.0794358606014773,1.0174389936381154
10,128,8.0,64.0,,1.0973369690255823,0.9407551995604965
11,256,4.0,16.0,2.0,31.118046034432652,31.490382811069495
12,64,128.0,16.0,,1.015813579083644,0.8556949523038098
13,32,64.0,,,1.0226973060631752,0.8651217096380093
14,32,,,,1.1912505986648425,1.0526276874190994
15,32,64.0,4.0,,1.0851635772882775,0.9900964601532155
16,128,16.0,8.0,128.0,0.9892449326198548,0.8823306008407046
17,4,32.0,8.0,32.0,1.3374373548236484,1.1616000566606277
18,8,4.0,128.0,,1.2288126732827538,1.1488593578572783
19,32,128.0,,,0.9980611604260652,0.9167480131166854
20,2,64.0,2.0,4.0,30.983793499298095,31.406059689249314
21,256,4.0,,,1.070621544038728,1.004028592533299
22,32,32.0,16.0,,1.0391936092075331,0.9735787490984158
23,8,256.0,4.0,32.0,1.2908117481594161,1.1905081416940582
24,8,64.0,,,1.179049552021064,1.0920119193172348
25,32,4.0,64.0,32.0,1.2671606067260353,1.2528904795846234
26,8,8.0,,,1.2698945575607195,1.1131038595384783
27,32,2.0,,,2.3713409165513517,2.058697860712185
28,4,,,,1.4582772497531398,1.1818535175382026
29,4,256.0,16.0,256.0,1.2960159287068251,1.2040704512580165
30,128,64.0,256.0,2.0,1.0858167339844256,0.9974072851450846
31,128,8.0,32.0,,0.9647186953037235,0.8820154418508257
32,2,8.0,2.0,128.0,1.6504476246065647,1.450343418046699
33,64,64.0,16.0,,1.0473529635740817,0.8969299940482847
34,2,16.0,256.0,256.0,1.7172977632294595,1.5089887864916989
35,128,256.0,,,1.0501094086497276,0.9794412711962527
36,16,4.0,64.0,64.0,1.2574345510903373,1.1245274519664903
37,64,64.0,256.0,,1.0665805156995543,0.9297483400452349
38,16,8.0,2.0,64.0,1.2133691391869634,1.1047280922703047
39,128,4.0,32.0,2.0,1.1368679892385751,1.056859017662438
40,64,256.0,2.0,,31.01743629984856,31.43176643405642
41,256,128.0,32.0,,0.9671075063352845,0.7976251356496274
42,2,64.0,4.0,2.0,30.990499326915742,31.401211790834154
43,256,256.0,16.0,64.0,1.0537928668861836,1.0195887774183816
44,256,,,,1.1251703209601713,1.0036482437306216
45,64,,,,1.1211601515303924,0.9972703887060551
46,32,16.0,2.0,32.0,1.1219831257773192,1.0453595420013049
47,16,128.0,64.0,8.0,1.1391042963670195,0.9904018146367745
48,8,32.0,4.0,,1.160232183114551,1.0793107940842
49,2,32.0,256.0,8.0,1.5950638419026137,1.359363551189591
50,128,16.0,,,0.9910414008768648,0.8727618159516048
51,16,4.0,64.0,,1.130916128831054,1.047496023918502
52,128,128.0,256.0,32.0,1.097572102100961,0.9894603196246817
53,2,8.0,,,1.5623324120911213,1.2100649870583522
54,256,2.0,,,31.084462402286537,31.453298073972977
55,4,128.0,,,1.2954611371802167,1.1413043926191913
56,256,256.0,64.0,,0.9734327064770274,0.8448335255714398
57,8,16.0,,,1.2531152983009068,1.1242594580899123
58,4,2.0,2.0,128.0,1.4785250415129212,1.3369454094368434
59,256,16.0,,,1.0228688729122282,1.010466722354293
60,64,8.0,8.0,,1.0437592735791208,1.0151630507823348
61,4,16.0,16.0,16.0,1.3723529612225294,1.230225262543852
62,32,8.0,32.0,,1.0609279482444933,0.8644891058144024
63,16,256.0,,,1.1037177839737011,1.2137802473128374
64,2,2.0,,,5.375736838150024,5.748961019441485
65,256,32.0,8.0,,0.9914133945779504,0.9360813435736511
66,2,8.0,32.0,16.0,1.594464117038473,1.3222740039958487
67,16,8.0,,,1.1369477775810661,1.047223670947099
68,128,128.0,8.0,,1.0308967029992493,0.9140155791521871
69,64,64.0,128.0,8.0,31.0740988035655,31.433867053781242
70,4,2.0,4.0,,1.3842235963431744,1.142119657529119
71,128,16.0,256.0,128.0,1.1980303244230897,1.0888395132236182
72,256,256.0,2.0,,31.076162881801125,31.456664012602396
73,32,16.0,,,1.0257617472394183,0.9175559625864429
74,64,32.0,2.0,,1.0360881956848131,0.8887984706010402
75,8,128.0,,,1.2683643491834402,1.1954194298363956
76,16,32.0,16.0,,1.1306185713460106,0.948681620314052
77,16,128.0,,,1.1285858966426179,1.0130344319512534
78,8,16.0,32.0,32.0,1.3900721638374773,1.260310986597091
79,16,16.0,16.0,4.0,1.1140416969407723,1.0198944160068806
80,16,4.0,4.0,64.0,1.1908071795755997,1.1453799392203132
81,2,4.0,,,1.6708529880000274,1.2707403761409224
82,32,8.0,,,1.0195759876790829,0.8990967760533095
83,128,128.0,,,0.9911556613523886,0.8386699583371434
84,4,16.0,4.0,16.0,1.379446095488444,1.2481938693491477
85,256,256.0,,,1.0482477296517043,0.9367132581770419
86,4,8.0,256.0,,1.3839182641458887,1.235926956483961
87,256,64.0,,,1.004519197785929,0.916689430637152
88,64,16.0,32.0,,1.0349520315521956,0.9804456718891328
89,128,2.0,,,1.007345814843532,0.8635222092925439
90,4,8.0,4.0,4.0,1.62735948034063,1.3193425186635659
91,32,256.0,4.0,,1.0942650312727877,1.0434816199200494
92,64,32.0,256.0,,1.0420690669024362,0.8808457301735346
93,256,8.0,128.0,,1.1352900459982456,1.0026305717724775
94,32,64.0,128.0,128.0,1.0499618218909577,1.0771724755818557
95,128,128.0,2.0,256.0,31.009295445842746,31.46257129362652
96,2,32.0,64.0,4.0,31.073368988028754,31.451584594454076
97,2,2.0,2.0,,31.136419225120544,31.51105535997664
98,32,16.0,64.0,256.0,1.052432018136047,1.0264232859881595
99,128,16.0,256.0,8.0,1.1950634802718458,1.012288124301604
100,32,32.0,256.0,,1.074264073714726,0.9451476222505526
101,128,64.0,,,1.0090745166433601,0.883412809851047
102,256,2.0,4.0,16.0,1.275200721294433,1.1582184295965623
103,2,,,,2.256921809905097,1.8437676240221728
104,16,128.0,2.0,,1.1238767447082698,0.977867974628029
105,64,16.0,128.0,,1.0533629456295819,1.129356510900227
106,32,128.0,8.0,256.0,1.1434669883480668,0.9926336110681294
107,8,8.0,64.0,,1.2580612485393137,1.1540692815884415
108,16,16.0,,,1.1805279861001297,1.0329981012829978
109,32,32.0,4.0,32.0,1.0378404651733115,0.9728391197927827
110,128,32.0,256.0,,1.0264861935162544,0.904430028677519
111,32,64.0,8.0,,1.071048133642981,0.9518543256213223
112,64,2.0,128.0,128.0,1.4537020298773795,1.318920958917721
113,32,4.0,128.0,4.0,31.110705080490106,31.476435376950672
114,256,8.0,32.0,,1.097571855426654,0.934596213282485
115,32,4.0,256.0,,1.1734258941204474,1.0027047045156359
116,32,128.0,128.0,,1.0579284443781152,0.9166037343596772
117,128,256.0,128.0,,1.01415375648072,0.8675606485421637
118,2,256.0,,,1.5434029877829178,1.3046290453573954
119,2,32.0,32.0,32.0,1.6182840113048258,1.3646509843623664
120,64,64.0,,,1.0212556463927032,0.9009008082172701
121,2,8.0,4.0,32.0,1.5917538172117622,1.281677452412434
122,128,4.0,256.0,2.0,1.3088472807587683,1.1103759836780707
123,64,256.0,128.0,8.0,1.0459501584249735,0.9088182782077098
124,64,32.0,,,1.0282952822878955,0.8932218311040527
125,8,2.0,64.0,,1.220230911025107,1.0372362427158017
126,8,32.0,8.0,,1.2100551176418364,1.0513217701680426
127,4,256.0,128.0,16.0,1.496179841285236,1.3193535034236097
128,8,128.0,4.0,128.0,1.2551961744660511,1.1534109973487043
129,256,2.0,16.0,4.0,1.2660096231003106,1.1636004085327898
130,64,8.0,,,1.0542243510723488,0.866111927414313
131,2,2.0,32.0,,1.5930388090945777,1.2959498525714235
132,32,4.0,16.0,16.0,1.259939994752556,1.1330579654454653
133,64,8.0,256.0,8.0,1.202637407044768,1.1836802506899196
134,4,64.0,64.0,16.0,1.3351164646047353,1.28486714083249
135,16,32.0,2.0,4.0,1.234351711303182,1.1610186180765407
136,64,256.0,128.0,256.0,1.0372828639819847,0.9154316247971728
137,128,4.0,16.0,4.0,1.2198357800059767,1.2419509716007993
138,16,32.0,2.0,,1.1243743266195434,1.0656374280277106
139,32,32.0,,,1.0515027489868551,0.9522953285982035
140,16,64.0,2.0,256.0,1.2001840532765535,1.1048889166521176
141,16,128.0,256.0,,1.113058848888632,0.9578751612159954
142,8,2.0,2.0,2.0,30.97150025859833,31.433811289174216
143,32,4.0,64.0,2.0,1.153404129030993,0.9683373101754781
144,32,32.0,64.0,,1.1339077696908264,1.034458058932663
145,128,8.0,2.0,,1.0218886892759051,0.8719554824117304
146,8,128.0,32.0,64.0,1.2013969132311644,1.0426885295288768
147,256,2.0,128.0,16.0,31.017882659015658,31.471372873272212
148,32,4.0,,,1.0269711305760405,0.8548016895003882
149,16,256.0,16.0,,1.1163437888189032,0.9732327618571
150,128,8.0,4.0,,0.9685165889621525,0.8661581792086364
151,64,256.0,,,1.0078574741949888,0.8759904484779439
152,16,4.0,256.0,,1.1439979566145315,1.0402024553289104
153,256,16.0,64.0,,1.0942249185065926,0.9247025744744708
154,128,64.0,32.0,,0.9927942460291647,0.9116592271873462
155,64,2.0,128.0,16.0,31.023105269279476,31.466293828623634
156,8,256.0,2.0,32.0,1.2730028202421964,1.1264368009673698
157,32,128.0,2.0,2.0,1.104439158547185,1.0724205079493778
158,256,16.0,16.0,,0.9815305624791233,0.8591045269887627
159,64,2.0,,,2.2592335920181497,1.948251541464989
160,8,4.0,,,1.301883388818726,1.0600320193258645
161,4,16.0,,,1.3001613542765378,1.117401430504031
162,4,8.0,,,1.425549938310273,1.2287526934502115
163,4,8.0,32.0,4.0,1.6374164705555143,1.2938037133735738
164,2,8.0,16.0,,1.5318554465686531,1.3649534819841915
