,0,1,2,3,train_loss,val_loss
0,4,8.0,16.0,64.0,1.7632069164064015,2.2300597890855176
1,32,16.0,32.0,,1.1299045345132763,2.4302271004636644
2,4,4.0,8.0,,1.9631994031554933,1.9664920123698917
3,64,,,,1.5393472481978825,2.205896936379697
4,2,,,,2.8390112460052483,3.5903421002108113
5,256,64.0,32.0,,0.5648803540591907,3.74863067456926
6,4,,,,2.113418588815839,2.1383328290121715
7,8,16.0,,,1.678404270115425,2.1878495983099158
8,8,64.0,256.0,16.0,1.1449145559564349,3.2782245357156445
9,4,128.0,256.0,32.0,1.5176769839763002,3.0187797517264663
10,128,64.0,128.0,4.0,1.2149696890435917,3.036772929988801
11,32,,,,1.6516204252444442,2.1292315438138725
12,2,4.0,,,2.2261596025353354,1.4082115426368036
13,256,,,,1.2467005579816761,2.1984407615402475
14,2,4.0,128.0,,2.1461888501927024,1.9895673005606815
15,256,32.0,,,0.8327939259862034,2.7905652177941214
16,8,,,,1.8964253929916304,2.0074715067899747
17,64,8.0,8.0,,1.2606805403516628,2.8332568340683766
18,2,8.0,,,2.2060519631248896,1.6324910554403196
19,256,2.0,32.0,4.0,1.1750581419717345,2.6554535022750496
20,4,8.0,,,1.9578014702843214,2.481101210755498
21,16,128.0,256.0,,0.7288535867904941,3.333561726786682
22,8,2.0,8.0,,1.88989341335473,1.9014364180859664
23,64,32.0,128.0,4.0,0.8347327656895069,3.9639660903580642
24,2,2.0,16.0,,2.19856412038079,1.6092653654904472
25,2,16.0,,,2.166515591695206,1.767075767290333
26,2,64.0,16.0,256.0,2.0951730719970074,2.186608931830396
27,8,128.0,4.0,,1.5197496404826523,3.120948292430004
28,128,256.0,64.0,,0.4637085813848825,3.6552003274975435
29,8,128.0,64.0,,1.2957836079121627,2.2009191577841083
30,64,128.0,2.0,64.0,0.7500676992139416,4.365200414242952
31,256,8.0,,,1.0803444301599228,2.6170821712295647
32,128,64.0,256.0,,0.5188420235913437,3.5192867575703275
33,128,2.0,32.0,,1.2538565605574403,1.877235154418032
34,2,32.0,,,2.195299982439144,1.8953664328870565
35,16,64.0,32.0,,1.0362181532509858,3.268242765309532
36,4,8.0,64.0,128.0,1.8026711074720083,2.416652411152811
37,256,16.0,,,0.9557760768171718,2.8688931669958913
38,128,32.0,128.0,,0.644105189166905,3.47406302890801
39,2,64.0,,,2.1443874131357297,1.7869231909805017
40,128,128.0,4.0,,0.7275983587769445,4.310956226310328
