train_loss,val_loss
1.3881818438768387,0.7490418221269335
0.3666350494027138,0.13390017110588295
0.07496573772653937,0.04975332178707634
0.03168497188668698,0.028604944589148674
0.01878645437117666,0.01818676745585565
0.012384732671547681,0.012440836166829936
0.008839831243269146,0.009120071343412356
0.006670408665202558,0.007552651605302734
0.005745512169785798,0.007241433168694909
0.004570812448393554,0.006948259990063629
0.00411471950635314,0.0073179506347514685
0.003685180169530213,0.006437407951203308
0.0032155988062731924,0.005462050296565784
0.0032228018513415007,0.004973308128371302
0.0026001238566823303,0.004651995859707572
0.0027301076964940875,0.005088767657954512
0.003041937087662518,0.00477684058298889
0.0026077938649104906,0.004649270283490685
0.003298914023558609,0.006231192622466811
0.00440766106499359,0.006161647240099098
0.0037327010047156365,0.003859683987684548
0.002267081257421523,0.007086951838573441
0.002130476280406583,0.006393801894072178
0.003320378501433879,0.014816641022584268
0.006450360330985859,0.010586794286168048
0.005085605831583962,0.008281753228012738
0.0025925868501653895,0.004801971864487444
0.00188811689929571,0.004849236363744629
0.0025170149732148274,0.007611195090326614
0.005553882791544311,0.010665461037673855
0.006333616357995197,0.0050380622726931635
0.002754986155370716,0.0030692017406441403
0.0015193214712489861,0.002197347875127369
0.0014196887888829224,0.0023391212473922807
0.002327624245081097,0.007194826270486894
0.00738803147780709,0.007499298023425841
0.004840910914586857,0.0025008711267478895
0.0014677738430327735,0.0008148492775425049
0.0006660226208477979,0.0007656826549334385
0.0006661744724260643,0.0011327043481287546
0.0008864996432093904,0.0024159125869378582
0.004582927937008208,0.01191079791834844
0.007109976799227298,0.009845869539172521
0.002741283065348398,0.002605216278711201
0.0005180342825478874,0.0005898486467361051
0.0003961986628273735,0.0011135966402694717
0.0004845182335411664,0.0026167373127204234
0.002176703752891626,0.0122410092253371
0.005379490110673942,0.009284411211098943
0.00304679856041912,0.008112168693748702
0.0013407172721344978,0.00699314104359863
0.0013616905064263846,0.004998173345146435
0.0013401002734317444,0.0033087387963730308
0.0028610935545002577,0.01006707601315741
0.0024888994948705657,0.006193246303259262
0.002224531235318864,0.013162878029314535
0.002113658034562832,0.006382654544099101
0.0023080919716740025,0.008088908319561078
0.0018676042824663454,0.004501349460666201
0.002075048366212286,0.0074993169068225795
0.001883085896522971,0.005594513289231275
0.0022055840333923696,0.007063646163857941
0.001809289018259733,0.004507936635387263
0.002013915978517616,0.00629916473241922
0.0019447272490069735,0.00672971041141344
0.002291535565396771,0.004553761836307656
0.0017255448543583042,0.004904564115817526
0.0022593369464157147,0.0035066363859056894
0.001769812819606159,0.0038552117837493175
0.0024118626729468817,0.0026295985810325614
0.001726414928358281,0.00278646994140997
0.002039244282612344,0.0018676623153234167
0.0017196344354015309,0.0028382143167878632
0.0022483152395871,0.002011535329178774
0.0017683782490203158,0.0036550755358933074
0.0021397140877088532,0.0019423744965544236
0.001317894442123361,0.001850322653107079
0.0011983105120016262,0.001077580831562435
0.0010261249233444686,0.002616697781403283
0.0018028678058471996,0.002280767256161198
0.0014938720923673827,0.0024665299437141843
0.001291950027050916,0.0020435966551303865
0.0009336316239787265,0.0015361525739925647
0.001053784858682775,0.002282958441147847
0.0013879490080144024,0.00257166670469035
0.001614129399851663,0.0022141962470154145
0.0010916991315607447,0.00139910860452801
0.0008747826785838697,0.0017390678241749162
0.0010156372231431305,0.002281080837877068
0.0014445383332204074,0.003619364751336564
0.0014977750549442135,0.003006026170831839
0.00127300842537079,0.0044217577104323676
0.0012083221639040858,0.0025465221830277837
0.0011942175128497182,0.0025277324943869775
0.001384211849886924,0.0029593334520801105
0.0013314056556555443,0.002582359381319423
0.001170911590772448,0.001915291931696369
0.0011200308778206818,0.0028306638805328734
0.0012630966252472717,0.002364043898082205
0.0011949224261334165,0.0022898086870554836
