,0,1,2,3,train_loss,val_loss,train_loss_sd,val_loss_sd,ind_mini
0,256,,,,0.22091804591913544,3.1091115617752076,0.11650945796131126,0.8001915426009614,5.153440604207188
1,4,4.0,,,0.4614327026921851,4.982921116352081,0.11767995466764884,0.5201509655945201,12.550029939398192
2,128,,,,0.2601418857194949,3.9869656026363374,0.11833514435741907,0.7489027772444924,8.228375043184924
3,32,16.0,,,0.2245107511532336,3.514473909139633,0.13687809225085068,0.8889895177138925,6.570914610314196
4,64,32.0,,,0.1727670134730136,2.786507411599159,0.12854811126202517,1.3475609035315648,4.790271971811926
5,16,,,,0.3957846827285223,4.90500096321106,0.10290189927018406,0.7117306220235479,12.282797463713724
6,64,,,,0.3001371066637195,3.4599240803718567,0.12379963499220994,0.9481023046841215,6.4349863110421905
7,32,,,,0.34579762320590973,4.506079320907593,0.10592993955935731,0.7027470056969135,10.399302100163505
8,2,256.0,256.0,,0.5460027199755132,6.198548457622528,0.06520156947445306,0.343088822012943,19.269856460642426
9,64,8.0,32.0,,0.19476659215950032,2.1368499064445494,0.1492959879102687,1.4068374241326884,3.2726595303061887
10,256,16.0,16.0,128.0,0.11898067997221559,1.9465649849176407,0.1320488874638265,1.0246334167379112,2.4194944396017104
11,2,64.0,,,0.4847357270791721,5.505473327636719,0.088101679335896,0.11729253821324037,15.161997050419917
12,16,8.0,128.0,,0.24794151933557537,4.9696868348121646,0.129129518549186,0.5393735997252559,12.494355558092966
13,2,8.0,32.0,,0.5035483353507058,5.383260841369629,0.16295706990443024,0.41757755767707455,14.5769341514496
14,128,128.0,64.0,32.0,0.11434785340502973,2.5255768209695817,0.13267620840204694,0.9429264480569699,3.633824282532076
15,256,2.0,,,0.3268862633062552,2.657557896375656,0.16015026970665586,1.2177309054565888,4.2727412653463634
16,256,128.0,,,0.10315794878489017,1.813977438211441,0.12241611903542587,1.0338008065970223,2.1796291270303985
17,2,,,,0.624604500972099,5.75084529876709,0.21902565022946652,0.6611884863283671,16.75469593240237
18,4,,,,0.6036240020067855,4.031957904100418,0.15619000778101516,0.6076394600323464,8.312955126913119
19,8,,,,0.4663785244343782,5.068922653198242,0.10620031240697583,0.7184633865836889,13.105083250983803
20,4,256.0,32.0,,0.29031302412283483,4.73321471452713,0.11398154552719036,0.38286677457722207,11.274954250445655
21,4,128.0,4.0,256.0,0.27834366127076743,5.638905243873596,0.10630288485055103,0.2926756287538796,15.941455686525812
22,32,2.0,4.0,64.0,0.31231871117756743,5.276399059295654,0.1353454306986057,0.26976094536748524,13.956579000290812
23,4,32.0,256.0,32.0,0.26984306457366436,4.128032562732696,0.13433190311944804,0.49633010615669126,8.643498206629493
24,32,64.0,16.0,4.0,0.19892137876003171,3.325990240573883,0.14452561574199155,1.2707731000512315,6.338537676103266
25,16,2.0,,,0.524384742558215,5.417078979015351,0.17578715002209017,0.43112281581315,14.765305773602327
26,2,8.0,,,0.5338414236799429,6.075762033462524,0.11508501848863098,0.5563252601220997,18.612191041157296
