,0,1,train_loss,val_loss,train_loss_sd,val_loss_sd,ind_mini
0,0.0653,16,2.548451232012037,6.0665162086486815,20.702359596139196,1.6023998744323622,19.685152133689012
1,0.002,32,0.15728501113752524,2.0441925537586214,0.13634370035817583,1.2572781941770013,2.879735827197588
2,0.0796,64,13.743662545507155,8.611901230812073,119.2807971499532,19.288083851339348,223.0975107327801
3,0.0776,2,1.4925722433505049,6.316111207008362,3.5386310002570505,0.3641251872451677,20.012923965641477
4,0.0612,32,1.6528751114072897,6.080711345672608,10.829644049384818,1.0448939925186465,19.033426962496566
5,0.0163,16,0.3112082105328369,4.029860818386078,0.1451039135946509,1.370106515353537,9.058485039488762
6,0.0673,64,5.511074657229086,5.28110212802887,50.170857522006486,1.5470805428365892,15.141748946347308
7,0.0592,16,1.0239803968240389,6.285971641540527,2.5780208808432024,0.5024382640480665,19.882941843715674
8,0.0918,16,4.266631421997496,7.185234026908875,31.061430363109764,10.016764695176535,75.9815814899921
9,0.0918,64,35.07973205260932,12.644213862419129,296.5816044431313,32.99656477560318,624.3247155945844
10,0.0327,4,1.121003900573581,6.237447957992554,0.11751209885121972,0.2246662262942438,19.47811597095139
11,0.0898,2,1.8065046605714574,6.335657548904419,6.609504119831189,0.3970195657694138,20.149090556296642
12,0.0041,4,0.24665096311863308,3.5931542789936066,0.1262398081658243,1.2071315302263452,7.183962101958332
13,0.0408,16,0.6343082827135273,4.249798438549042,0.8099820080156416,1.1650681757932826,9.70908531127008
14,0.098,32,10.772978615012644,9.911461629867553,91.25935215909003,32.69838077163283,583.7105883635121
15,0.0245,32,0.3350592588819563,4.71545019865036,0.25535570380816697,1.2102157307925199,11.850046345504696
16,0.0449,32,0.6341604788415135,6.275847253799438,2.906752899503665,0.5569766018566533,19.848240844018868
17,0.0816,32,3.4335809035630276,6.597196135520935,27.08890983613266,2.8743155031706453,25.892343231149738
18,0.0939,32,20.03279174805308,6.557460379600525,185.71011561434236,5.412340862578173,36.146860121382055
19,0.0306,32,0.3913549805401514,3.8371583437919616,0.39728039058670966,1.4342844418924838,8.390478007793552
20,0.0592,4,1.195389203102208,6.321664237976075,0.9096410923434778,0.3060809248668732,20.028562135136493
21,0.0041,64,0.17964114602655173,3.260305962562561,0.14699990985569605,1.1405930222377243,5.965273705949187
22,0.0939,16,6.204532253683909,7.5238958263397215,48.28509367177883,10.589048130258709,84.36847435527386
23,0.0082,2,0.3776783451006168,4.178120665550232,0.13772751434621222,1.2143533873802816,9.465673222669936
24,0.0286,64,0.3232756843386839,4.1646838998794555,0.5901091530110607,2.0531274444355434,10.779962144504788
25,0.0878,8,2.385318508206401,6.450651998519898,14.24410160773445,0.7965176453166137,21.12267578265474
26,0.0408,32,0.4962880006742975,5.626656980514526,1.6600916823230991,0.7847360470949796,16.137539719991548
27,0.0796,32,3.088795019282649,6.644712934494018,24.338086209855295,0.661138812916735,22.294657255888527
28,0.0796,2,1.4118450068432316,6.228075437545776,2.6428108194490325,0.33941098817661414,19.45206173732802
29,0.0571,4,1.5432148841775943,6.352530703544617,5.432187640536083,0.4648274117862791,20.285355431112496
30,0.0714,4,1.420270044416272,6.276377854347229,2.658957931455504,0.4279725819269732,19.78803975071078
31,0.0082,32,0.23074580146737086,2.7533582925796507,0.14387267594212239,1.2700068522289807,4.596949646012847
32,0.0755,8,1.8963421748398364,6.3982164001464845,9.736320795390272,0.5665783452181499,20.62909206218679
33,0.0959,2,2.5337199978417093,6.294554843902588,13.832578975603422,0.3018857159263384,19.856277834188944
34,0.0918,2,6.539326713108162,6.319282994270325,53.66812721329489,0.39911121480626427,20.046313661729126
35,0.0755,2,1.3723771632253874,6.167419004440307,2.3380335866636335,0.34643349714687854,19.078536672138444
36,0.0286,32,0.37192677163363735,4.505308792591095,0.42817187320181227,1.4101191545957517,11.143121673378236
37,0.0245,64,0.3525435092921058,3.9662063348293306,0.5890770912203466,1.545335134187558,9.059426683697396
38,0.0551,4,1.2126461713966281,6.336743316650391,0.8333552103362674,0.2330255849169581,20.10430839216964
39,0.0122,4,0.39978643957184873,5.397985284328461,0.13612238752868194,0.9378838621269203,15.00893563433236
40,0.0388,4,1.167980219836191,6.26542582988739,0.4430972929532909,0.17348269184254764,19.642828537094516
41,0.0735,16,2.3157108674327964,6.293466463088989,12.840742416137063,0.31352914560126716,19.853010323583646
42,0.051,2,1.2168198747680488,6.279889621734619,0.8414824465582995,0.28850189864568565,19.760123503346172
43,0.0837,8,3.046186508773624,6.373647770881653,19.31674072365067,0.2005881000172081,20.33181074656659
44,0.0204,4,0.9718405163027718,6.400829668045044,0.25077143882088865,0.8385717705248482,20.836911526823403
45,0.0612,2,1.1907446445990224,6.2913064193725585,0.5083283143591248,0.3273002401758195,19.843830954828753
46,0.098,2,13.532936042502717,6.268797221183777,123.21165991571522,0.3343296107248068,19.704797444464425
47,0.0143,32,0.3071728229390768,4.706842620372772,0.20812740967536242,0.9227967222537264,11.502960621779922
48,0.0694,64,5.637763350158927,7.592519645690918,43.90587281065648,7.661848408091917,58.17513779939159
49,0.1,32,57.35168501686613,18.11030245780945,515.158203878933,81.09604865735899,3452.276081475038
50,0.0531,8,1.0368872300028273,6.555225682258606,1.469917135096047,0.5437757583458225,21.633337910353692
51,0.049,64,1.8956760064885017,5.938139462471009,14.442419029333482,0.7498739724853207,17.9119056251832
52,0.0388,8,1.047467527572754,6.219680881500244,0.29473538457016457,0.4455661052629723,19.441479710929432
53,0.0245,8,0.5063551672333447,7.344780807495117,0.15459011557044475,0.9113590485359323,27.388190212748473
54,0.0857,32,4.994916028711015,6.997583241462707,43.732478290729375,1.8714549475751878,26.23425742100169
55,0.0878,32,13.088870920144641,8.440312833786011,114.46635175610469,13.828832875318968,131.23774971283774
56,0.0469,32,0.8165644769805173,6.373569827079773,3.014331303818671,0.6066799033398367,20.49522642288906
57,0.0102,4,0.3677963325530389,3.915396556854248,0.12765655953984661,1.4459115178729585,8.710495157471891
58,0.0959,32,12.358848330688975,6.9704388236999515,111.52865192984763,3.782840563798322,31.448450063030787
59,0.0816,64,13.255812938263018,6.988847074508667,120.50771310929234,6.8245874445713515,47.709488609734635
60,0.002,2,0.21846989882219478,3.673909075260162,0.12718767946102522,0.7132901343754307,7.00319535453815
61,0.051,4,1.1637354267098523,6.236822853088379,0.3868553785315911,0.2226799762649566,19.473772836317412
62,0.0245,4,0.5842350441001045,5.86845055103302,0.17607230205023988,0.3626661493652733,17.285119302907596
63,0.0551,8,1.2758453731271235,6.26165283203125,2.2963438724020837,0.4100721581104152,19.688227681871155
64,0.0041,16,0.195130589995432,2.7198558759689333,0.1280022931772735,1.2242405572123818,4.448190463983209
65,0.0122,16,0.2659492861586825,4.8745420980453495,0.1418009943644585,1.016484491659076,12.397200693699885
66,0.0857,16,2.269029989655575,6.400703954696655,17.112892954035487,0.6206147557464465,20.677086895359814
67,0.0776,8,2.178234559671913,5.820423953533172,13.714784960264419,0.948653255348838,17.388638998873336
68,0.0306,2,1.1338388534742077,6.282688455581665,0.04033448313458371,0.25631726075455646,19.768936384029924
69,0.0367,4,1.135460087046949,6.282442164421082,0.10220544163897351,0.2093040469030765,19.756443866672928
70,0.0204,8,0.47377055086721875,6.320384707450867,0.1416822010604702,0.42965742881896585,20.06593417815905
71,0.0184,4,0.6003646681821444,6.593607678413391,0.19006023745418832,0.7600583531110598,22.026675458482963
72,0.0592,2,1.5374153843735476,6.295316748619079,4.041947400143532,0.32722467041347125,19.86904447518555
73,0.0653,4,1.869817472977621,6.3681145191192625,8.976583155907559,0.4130808632338803,20.361759164093804
74,0.0531,2,1.2045609645975153,6.272399168014527,0.6509874963481966,0.2687722999228771,19.70761493605758
75,0.0082,64,0.17073703817091887,3.0588682556152342,0.1434792540503943,1.2554652604511458,5.466434012705125
76,0.0531,16,1.0007648193641852,5.2843353343009944,2.4678828227239125,1.51698438114399,15.112720768988408
77,0.1,2,1.978245154189712,6.364644875526428,8.21587028390598,0.4407149821458323,20.351467043526313
78,0.0633,16,1.456742378842571,6.092036414146423,8.26207238363146,0.8740263064372332,18.938414827815162
79,0.0184,2,1.1025791307256028,6.678328161239624,0.12145321074731662,3.4305254318478284,28.184285883880474
80,0.0367,64,0.5432977508381008,3.9932350897789,1.9179607933391458,1.3832864800971394,8.929703984130517
81,0.0265,64,0.3542919189296662,4.378192405700684,1.0119290555464262,0.9383465095275222,10.024531456638814
82,0.0898,4,3.064348864419711,6.245573978424073,19.268386667674644,0.3101351375990628,19.551689061770745
83,0.0469,64,0.6962559224106373,5.180219805240631,3.6130352190807056,1.6270528824668753,14.740989156475523
84,0.0633,2,1.2043053474269196,6.313368968963623,0.841059546078145,0.32455649818540283,19.98198232939358
85,0.0429,16,0.7840483434635982,6.510044393539428,0.8507309180727419,0.7378241782874665,21.46253126195986
86,0.0694,8,1.6277499222374803,6.169237818717956,6.761110471085558,0.7022743372639888,19.27634225433973
87,0.0429,4,1.175156267234819,6.2777466344833375,0.7017560535896561,0.31756246271242117,19.755474362245426
88,0.0408,4,1.1554388365207429,6.255297412872315,0.20689552671978872,0.19950436579879371,19.584273857729926
89,0.0694,16,1.4358053807817075,5.730160326957702,9.978436601858375,0.6715206830574666,16.642838700206983
90,0.0041,32,0.184172725105891,2.711554627418518,0.15268250867460662,1.3311725684231066,4.562274452198475
91,0.0816,4,1.5059846246613433,6.266286764144898,3.6799274512368743,0.2839882306465417,19.673499562821643
92,0.0673,8,1.2079362516607277,6.184838609695435,2.127629980881532,0.43902673943110093,19.22248655295743
93,0.0878,64,11.023645641480883,7.278000402450561,96.9277362503956,3.9005946992377454,34.09196443289606
94,0.0694,4,1.278591440156105,6.395674729347229,1.544632301669918,0.7599363549941707,20.74107925362629
95,0.0776,4,1.8905562664949642,6.228083086013794,7.5775827782061045,0.24374228875057588,19.42421461480824
96,0.0143,16,0.30497854768865457,3.371019070148468,0.1609916515244077,1.4770929776146617,6.772786617911594
97,0.0714,32,2.8851554122132557,6.577042784690857,23.354455218455808,1.7005311382347725,23.074648971880055
98,0.0939,2,2.0826542487832227,6.360099482536316,9.251028682483728,0.5512244849640364,20.377356930291292
99,0.0449,16,0.6445608479545816,5.371033160686493,1.2766061147854395,1.0482336295237387,14.973395477629227
100,0.0122,8,0.33592753155045607,4.738921120166778,0.12764089682034535,1.0411612874657288,11.770695104840025
101,0.051,64,1.4632636950165037,6.633174767494202,9.517310039563604,1.165979067284919,22.679257340734182
102,0.0959,16,7.14590833193258,6.6722964000701905,63.058362705549186,1.1078875805008868,22.87347707070887
103,0.0653,8,1.2394086118839156,6.458832297325134,3.876234054600425,1.3039935360543073,21.708456893520847
104,0.0347,4,1.126145844630736,6.2676259756088255,0.09423627251137737,0.27194750143777674,19.678545406832367
105,0.0918,4,3.402774210869776,6.198066353797913,23.785733869793702,0.4037610706450762,19.289524764125105
106,0.0592,8,1.1441314736219204,6.406784601211548,1.022666496839104,0.6262409348162646,20.71953331738048
107,0.0449,4,1.1619836125534806,6.308381085395813,0.30486957966032857,0.3202950959238086,19.94913043352625
108,0.0102,16,0.2594491563690826,4.113365392684937,0.13387737385958634,0.8994108328956949,8.864357350034116
109,0.0551,64,1.754234029880414,6.022696685791016,13.75213031865006,0.7254365192353968,18.399566756239224
110,0.0061,32,0.17903284554447357,2.951476469039917,0.13887273309345366,1.1006873127308818,4.961362953851533
111,0.0673,2,1.4379894612765185,6.2880947256088255,2.9830600323860708,0.37876747048535336,19.8418000374637
112,0.0367,8,0.6250049072048505,6.488615446090698,0.5594862348116917,0.48799257086154946,21.17013357823143
113,0.0551,2,1.1749203944050597,6.289340515136718,0.45085226991907,0.3489629399421911,19.83878962439665
114,0.0878,2,1.572464524212121,6.424519996643067,4.210840648601663,0.4313084173370267,20.730242069066204
115,0.0694,2,1.5280251237763252,6.351087770462036,3.8109305652389516,0.3925169863141547,20.245192726328792
116,0.0041,8,0.21633849707874972,2.5832999634742735,0.11713923732887654,1.0873534148167932,3.927888074999962
117,0.0939,8,3.69341911777044,6.686384363174438,29.28079987915686,0.6121892198533664,22.541255746504156
118,0.0367,32,0.5224386220145969,3.9377094614505768,1.6192198189126819,1.4081080089087858,8.744161983775228
119,0.0633,64,4.079202232249081,7.045930018424988,30.063045515763708,3.590672951054149,31.26903103298713
120,0.0776,16,2.8676474121638127,6.2167076587677,24.12297950334632,1.2224729587513445,20.070947124729624
