,0,1,2,train_loss,val_loss,train_loss_sd,val_loss_sd,ind_mini
0,0.051,16,0.9899,7.461881716484609,6.926838445663452,0.6382745776666601,1.2549207860803417,24.777958515828885
1,0.0163,4,0.8442,24.720873035430255,24.222123908996583,0.9733135054577194,0.6663630156769784,293.577663165723
2,0.1,32,0.4523,6.293998366905295,6.204779868125915,0.6922467098950422,1.1814514656963835,19.94756038884839
3,0.0571,16,0.8593,7.439446619995262,6.391198749542236,0.5113387568130379,1.0858547661972446,21.01325101471176
4,0.0286,4,0.7186,7.322201494916133,6.4270836353302006,0.5122567601072539,1.124326480220829,21.285757044827513
5,0.0939,8,0.0804,8.111417643431105,7.6892674541473385,0.9209387128860558,1.7988363442489077,31.180323087400133
6,0.0735,64,0.0201,16.197397575793058,15.293645343780518,1.4456529547567682,0.5711114314490695,117.11087808423567
7,0.0163,8,0.3015,19.25792572730226,18.3243323802948,1.9593698800939994,0.6339229555339084,168.09150774853663
8,0.0469,64,0.0503,3.9222244340958796,7.344991822242736,1.3229532283443783,1.7147229716669319,28.444589869187475
9,0.0061,64,0.9397,8.153756843338842,6.5689484167099,5.004550530927063,1.6931589719286393,23.008935302808975
10,0.0388,4,0.3719,6.081770163530007,6.88743344783783,0.42082054481580666,1.6374920709776268,25.059059890454943
11,0.051,64,0.1558,4.5023390500960145,7.640231790542603,1.0406917119287427,1.7690721342473128,30.751379014694084
12,0.051,8,0.8543,7.861387231431371,7.452190494537353,0.5170717126238857,1.3147037650770974,28.631794578390387
13,0.0122,32,0.7638,6.992390277618947,5.695129866600037,2.8297264971965923,0.49759427693556463,16.34105213093939
14,0.0224,16,0.1055,4.488064240275517,7.418853907585144,0.71918194645573,2.016142570562297,29.552112083462454
15,0.0694,16,0.809,7.357777857618487,7.544696283340454,0.5696881842631129,1.5430528921276216,29.651727117877343
16,0.0388,2,0.8141,24.39819535729363,23.811705799102782,0.21701651020067478,1.2859426567832946,284.32549078977996
17,0.0857,32,0.201,18.09543172131414,17.29554088592529,1.2009323798945877,0.6711646155367682,149.793098238931
18,0.0633,32,0.5528,21.945022283429683,21.056331729888917,2.5476956671425026,0.7185427887573568,221.942704829201
19,0.0286,32,0.6985,6.822146675586701,6.026273770332336,1.36568401051791,0.9081860681719701,18.570388744708588
20,0.0122,4,0.1307,4.421316297268036,8.956613273620606,0.6578436649654229,2.066608956565762,42.24589695627733
21,0.0102,64,0.6683,24.57398507284082,21.174812812805175,4.70465319930133,1.8271253778113943,225.85554240179033
22,0.0612,8,0.6985,7.503113824067221,8.241733446121216,0.533086213469039,5.607558039401852,49.68543868108672
23,0.0837,8,0.196,14.937424684593584,14.282372126579284,4.866729165077966,4.684645121699646,112.96602673917658
24,0.0163,8,0.804,6.825534594707151,5.6988003540039065,0.5972478460679411,0.7481679419000511,16.518040372041003
25,0.0122,8,0.0101,16.049490695455688,15.208119411468505,1.2513091909667131,0.5623888001514098,115.80158859801045
26,0.0408,4,0.2111,18.143412236178833,17.474866886138916,0.48672673541429784,0.7959670581632072,153.00226812297768
27,0.0041,16,0.0,3.7375594931047242,7.386711659431458,1.899433769298177,0.8590197856183445,27.650712065832217
28,0.0082,16,0.6231,23.20798753308213,21.440546646118165,3.8792843323496258,1.1971110144730681,230.5650576326708
29,0.0714,8,0.794,7.910992114283349,6.533753085136413,0.548292598438775,1.5445903777305021,22.53784440625363
30,0.0694,32,0.5578,21.848077686143956,21.170374422073365,1.4592562794979873,0.7721850310234722,224.39051144645745
