,0,1,2,3,train_loss,val_loss,train_loss_sd,val_loss_sd,ind_mini
0,8,16.0,4.0,2.0,4.6850621092491425,8.365635635852813,5.4947264010589425,2.5357265017201915,38.206884241688314
1,4,32.0,2.0,,5.690266416631639,7.589241161346435,5.1570768390249375,1.6921995022388547,30.230060280226205
2,8,2.0,128.0,,3.735303194743509,9.584846382141114,3.7682833688397053,3.9307305914765904,53.65996157600676
3,256,4.0,4.0,,1.9889581030617973,13.209207310676575,3.6752541223858115,3.9221833382761617,94.93333995774131
4,16,128.0,32.0,,1.6529000379105745,12.100049433708191,3.6558900635863085,2.9474435903390708,77.54931000820639
5,16,64.0,,,2.6722592191756345,11.133192522525787,3.9220091643833057,3.180085897564944,67.03046102975777
6,64,8.0,,,3.124562920492429,11.125744874477386,4.990741377166711,4.209566209322264,70.75132334131382
7,16,,,,5.0387690582241005,7.516515667438507,5.644502353315098,2.1968670942519855,30.662116404327854
8,2,32.0,,,6.354673613286935,4.279258689880371,5.041001429085198,1.98099923985284,11.1182064616071
9,64,8.0,128.0,,1.409508446531903,17.329098591804506,3.6704155098758826,5.20495021033712,163.69458234828468
10,64,2.0,,,25.769285488484,13.11677381515503,7.039493338442774,2.6582570678395943,89.5580429783279
11,64,16.0,2.0,,3.247303647232743,10.218107659816742,5.259978340175107,3.2552389603647915,57.50315241834121
12,8,,,,5.945888259812044,6.605392396450043,5.91665351659033,2.2932721383627244,24.44515290583539
13,32,,,,4.363585323013652,7.386835858821869,4.847862764162842,1.7397889133904574,28.796104734166484
14,8,64.0,,,3.8651675438178845,9.689252973794938,4.271303128016213,3.6906728598243643,53.7513446742191
15,256,256.0,64.0,32.0,0.754978252566048,18.329637427330017,2.180800558363699,3.8317867212990557,175.32909884745055
16,256,128.0,,,0.9223259839331374,15.44120225429535,2.1325553721544215,3.087788223033124,123.98258158417893
17,4,32.0,,,5.420843761202234,6.275523812770843,4.650743498511739,1.9614993122050948,21.61483933821748
18,8,128.0,64.0,2.0,2.552574914602133,10.471008393764496,3.4104788970443987,3.459203831348349,60.80405396455082
19,64,,,,3.5992687412981805,10.04335592508316,4.120163231189637,3.0292173582832858,55.022578020813896
20,2,4.0,,,8.476531726758068,5.763884306550026,9.136441135944498,3.8327195260845963,23.956050632461906
21,128,,,,2.7636326924998027,10.553439364433288,3.546414056324054,3.7131356327304665,62.58122932291138
22,4,,,,7.084816898411284,6.885700507164001,7.283000857786675,2.5135326136332368,26.86535883707826
23,8,128.0,128.0,4.0,2.394978469725197,11.207887077331543,3.774812383591953,3.154917300273396,67.78511795488988
24,2,2.0,,,10.74069044320056,7.618667442798614,9.223446902345966,3.1510573491212024,33.986628010705154
25,8,4.0,,,5.820908246197953,6.278761795759201,6.282064478336489,2.243661833203177,22.228434054828973
26,128,4.0,256.0,8.0,1.3024349285213526,19.356029827594757,3.170271104893907,6.2514497089573915,206.86825707518068
27,4,256.0,256.0,,2.6337661424644576,10.839267709255218,2.3757308751728687,1.6256433994504862,60.06622046753989
28,8,256.0,,,2.9372459829369415,14.478457782268524,3.3862747331915,4.3788978812947015,114.4002432038696
29,32,128.0,,,1.7163455527913403,14.234934128522873,3.4042877145963106,4.719595028768662,112.45396343948157
30,8,32.0,,,4.279527388710815,7.510446650981903,4.946174604274185,2.162071991226342,30.540682096245362
31,16,32.0,8.0,,3.4631110104316702,10.475647466182709,4.7393167202707565,4.0008881413907424,62.87314787783064
32,8,16.0,,,4.475968023383846,8.861306079626083,4.406862625734701,2.7407960537498517,43.017354222534465
33,2,16.0,,,6.106203235359146,7.723660356998444,5.300422433280436,2.26757893858798,32.39842177649856
34,32,4.0,64.0,,2.546046569017836,17.164725806713104,4.456885078577483,7.451036296324027,175.07287695439044
35,128,128.0,32.0,128.0,0.8272213691099585,13.698259267807007,2.8984001154868753,2.5646303905373364,97.10981800406412
36,64,4.0,4.0,32.0,2.562070355892468,13.467671368122101,4.873514902981729,5.760128661757996,107.27862713987089
37,4,2.0,,,6.619334554672241,5.66977744936943,6.716493156570559,2.5232883063914495,19.256680101274974
38,128,64.0,64.0,,1.1022454853165815,13.953478319644928,3.109969280342333,2.907955684449168,101.57788173976064
39,8,64.0,64.0,32.0,2.202943848564934,8.595006475448608,3.6277081863725913,1.4034004389396322,37.92183455250973
40,64,32.0,64.0,,1.2863170313877235,14.67322377204895,3.422012915885045,4.242289451434005,116.65025782718531
41,32,8.0,128.0,4.0,2.547561459919581,16.60346996307373,5.361778669469199,5.900140307681714,155.24343523251105
42,16,32.0,,,3.464479097918822,12.253621927499772,4.110041012763798,4.910772610616828,87.13346898764382
43,16,64.0,64.0,32.0,1.5546364875490637,13.097510738372803,3.592671142470181,3.3034876553072765,91.22890911527922
44,256,128.0,64.0,,0.85719507787952,17.779649829864503,2.5200193425909854,3.593000579375992,164.51280061799855
45,128,4.0,128.0,2.0,1.8007075196703397,13.77010112285614,4.189390020164779,3.9744200244147576,102.70584973207646
