,0,1,2,train_loss,val_loss,train_loss_sd,val_loss_sd,ind_mini
0,0.0388,4,0.2613,1.0994522273600473,2.432548336982727,0.5494929934632998,0.6522311358130737,3.1713484331407216
1,0.0143,2,0.6382,1.106444139484088,3.960354838371277,0.8966031434460006,0.3880955835191144,7.917514313878913
2,0.0939,16,0.6432,13.61534812596829,10.117871131896973,29.665958730637033,5.976461984540946,69.04470704716861
3,0.0163,8,0.0804,0.6505877404876621,1.443975510597229,0.44653533184067,0.3663498553570133,1.1096387458623165
4,0.0531,32,0.7688,1.3262912307307126,3.607865483760834,2.392163823680789,0.5043654035791757,6.63553890462019
5,0.0388,8,0.1206,1.0722553742203214,2.555713504552841,0.9325100396025879,0.5885484091410488,3.4390303736281123
6,0.051,8,0.809,1.6326482340013202,4.086393733024597,1.091554380237427,0.6383391991957932,8.553045337266314
7,0.0388,8,0.7538,1.2774483672610444,3.539362757205963,1.7646876873864081,0.43410364213383146,6.3577673496052265
8,0.0449,32,0.809,1.8387958930991588,4.44679408788681,5.264026048119273,1.9955369580733135,11.87807270555079
9,0.0388,32,0.8995,1.3572135134662193,3.781043245792389,2.6531186364943604,0.7504443245102757,7.4297273553709635
10,0.0898,4,0.6884,20.266460947549863,17.096618251800535,1.2567411605029797,0.4661232948740422,146.25581328691172
11,0.0816,8,0.3518,1.6552173991817174,4.0420229578018185,2.558173467129849,1.2657610459723867,8.970050308449036
12,0.098,2,0.4171,16.627877671823335,14.796249494552612,0.8747159709290616,0.33870579854650246,109.52186036150871
13,0.0531,2,0.5578,17.890312020128455,15.527561955451965,2.4628072009128394,2.094806612730434,122.7466975125692
14,0.0571,16,0.5427,1.5060033463136009,4.032920501232147,1.6314993418101227,0.8265066238499057,8.47378048426316
15,0.0184,4,0.1307,0.7507043586600745,1.7776368987560272,0.503087690636675,0.649951106688023,1.791214692451966
16,0.0306,32,0.1558,0.722304883369555,1.8342583107948303,0.5536505326311392,0.4452314324288785,1.7813672895712875
17,0.0286,8,0.9749,1.2175096668238226,4.190607891082764,0.9061287835633907,0.9547275430657717,9.236349589146768
18,0.0449,32,0.7487,1.2048251092806457,3.6713745164871217,1.9882948234640914,1.1704698405002592,7.4244952439158745
19,0.0673,2,0.3719,13.884702348868993,12.747134037017823,4.920781512817902,3.8355143450897184,88.60029822454365
20,0.0939,8,0.9246,23.54415597563205,19.072476291656493,2.2601919656670337,0.6274929001104518,182.076549617744
21,0.0041,16,0.6231,0.8768719181126876,3.116473364830017,1.3033965305756894,0.19083284348658947,4.874411703924053
22,0.0388,4,0.0754,0.8671199238684493,1.5791421031951904,0.49956341712656327,0.40807596637412563,1.3301078882079531
23,0.0592,16,0.8492,1.4982399229640546,4.642387692928314,2.477097494478625,1.2536209992835798,11.561664550648517
24,0.051,32,0.0905,0.9704006048850715,1.5749267721176148,2.80744985417167,1.5045131221541697,2.3719770361334485
25,0.0163,4,0.2965,0.8563866498904636,2.3536827397346496,0.460433120145918,0.36461252356895874,2.8363823658340652
26,0.0122,4,0.1859,0.7296581632988375,1.830228476524353,0.41471479763868646,0.4246451331566932,1.76502988269716
27,0.0776,8,0.995,2.1938460085281863,4.717231523990631,2.2942175406153296,0.5838652844021134,11.296585960630466
28,0.0898,32,0.4925,2.180759717573722,3.4108190655708315,9.594274011977303,1.3702932499766478,6.755695144496522
29,0.049,16,0.0603,0.8008783631107731,1.568522069454193,0.7581368802514968,0.5599125000225538,1.3868817450231854
30,0.0918,8,0.8342,2.5707383864308184,4.924934077262878,5.293931946289443,1.2444238931417266,12.901783245603584
31,0.0184,4,0.6432,1.1143941636933532,3.413334150314331,1.1135829423605175,0.37150907074507183,5.894434505673962
32,0.0408,32,0.8643,1.8056997894247373,4.089550039768219,4.977417304593286,2.420973867977023,11.292766998597935
33,0.0204,8,0.6482,1.0788301917145273,3.497613830566406,0.7578891046252256,0.3999715390974872,6.196639869928711
34,0.0082,2,0.6382,0.925257111432239,3.599700479507446,0.4691700270554272,0.2867486781415255,6.520034173291025
35,0.0449,64,0.7387,1.7810655927658081,4.021776282787323,5.370298342495358,2.690944894561499,11.707934447178609
36,0.0347,64,0.0352,0.7903367533534764,1.760128868818283,1.339188588510445,1.0820647292263856,2.13445885654165
37,0.0898,64,0.2814,2.2939719972511132,3.624970452785492,5.371870191849512,3.052803946136377,11.230011358556846
38,0.0143,16,0.1256,0.6611454657578598,1.5937572395801545,0.45940841146984934,0.3807696629623439,1.3425238374733053
39,0.0184,64,0.0553,0.848526238054037,1.9712750148773193,1.6268887447235933,1.027551426340205,2.4708935590266825
40,0.0735,8,0.3166,1.35815470541058,2.659733040332794,1.0553502712231204,0.5725604116056026,3.701002635387953
41,0.0878,32,0.3266,2.878859922985236,3.5008628225326537,14.415029992810691,0.7189161007792287,6.386440431075455
42,0.0082,2,0.2764,0.7631689018636325,2.1536707746982575,0.4336894689390872,0.25426367891209417,2.351473912101653
43,0.0735,8,0.804,1.7243363711723818,4.855027694702148,1.2537322674973583,1.7274290697842645,13.277652553730292
44,0.0143,8,0.0603,0.6415762843388011,1.3941848385334015,0.5129082839548048,0.30558163354642287,1.0185657493786535
45,0.0571,8,0.9447,1.4958329573346543,4.667780451774597,1.462720570555548,0.5060019705838941,11.022106170101923
46,0.0673,8,0.0905,6.814221461844507,6.3914657557010655,15.379598690402224,4.784186479794865,31.869637389875688
47,0.0224,16,0.3166,0.8043886713780786,2.4216266012191774,0.5027318490942191,0.8609987078420848,3.302797085319042
48,0.0592,2,0.201,13.367474313393577,12.824576692581177,0.9008704889094424,0.7724791747176132,82.53324570963439
49,0.0796,16,0.4523,17.086423267074252,15.072080087661742,1.7385954597531743,0.301532749367236,113.62926008391528
50,0.0122,2,0.4724,0.9974260250843037,2.9686604571342468,0.48842923418076106,0.43546972356985,4.501289394949258
51,0.0265,64,0.1558,0.7614286761234205,2.1368181884288786,1.2347843441033033,0.8649638652239728,2.657077229271835
52,0.0633,64,0.5678,18.869142150878908,16.19058958053589,3.4836319013952366,1.0864165703624828,131.65774596485775
53,0.0408,4,0.0251,0.8302474615430513,1.1610049706697465,0.49008076945107265,0.5035846303616083,0.8007650109281483
54,0.0776,2,0.0854,12.366199261546212,11.945550847053529,4.162829648826426,0.785604902629698,71.65668005128855
55,0.0816,4,0.603,15.299345231843079,13.041889226436615,16.682537656293615,5.879680294358139,102.33075747925344
56,0.0327,16,0.5377,1.1040810750003744,3.1111351609230042,1.5333010667532425,0.5140583649289453,4.9717089960424135
57,0.0245,64,0.3116,0.9482413300126791,2.4548369789123536,1.7588116149969169,1.2770254118862938,3.8285092478194453
58,0.0878,64,0.0302,1.6318130686630807,3.6468631768226625,5.969184801747691,1.7983360566318594,8.266811801523653
59,0.0755,8,0.8643,20.047377267954467,14.809728624820709,24.66352245572438,6.093965870585279,128.23224098634606
60,0.0408,64,0.7035,2.54635574499766,4.620027360916137,7.207291831162132,4.572990997866991,21.12844974109313
61,0.0633,8,0.4322,2.311902039964562,4.526927053928375,1.6694930061437419,1.0479833720923852,10.795668849885383
62,0.0245,16,0.3216,0.828964006314459,2.3105920135974882,0.5164472796410833,0.41702309133056903,2.7563718560017
63,0.1,32,0.005,1.3586092079368735,2.8952783381938936,3.8861472105471493,0.7768672577036835,4.493079695853417
64,0.0367,32,0.402,0.9671436499680081,2.6998574233055113,1.0792617724085916,0.5180171666290762,3.7787859455501454
65,0.0061,16,0.3769,0.7878106894959575,2.6310917806625365,1.1413342401011843,0.2493479202022885,3.4924091717895815
66,0.0184,64,0.1709,0.8297336468100549,2.470872756242752,1.5590926401568583,0.5174468613020333,3.18648171590699
67,0.1,16,0.3869,2.1484308072017586,4.141394710540771,4.781044472186043,1.529288642228907,9.744936949872706
68,0.0163,2,0.5226,1.046660512585095,3.39356413602829,0.5412128133433581,0.3310794049651774,5.812945558864765
69,0.0673,16,0.6432,1.4724873654317594,3.417156765460968,2.5802096648368793,0.2533262018615767,5.870567262142639
70,0.0,2,0.9899,42.26129577026863,30.370342826843263,0.17626089013176063,1.2794883599280108e-06,461.17886170999583
71,0.0388,8,0.3266,1.07405775418748,2.656029827594757,0.5210611044216888,0.27195214286832997,3.5642262065418553
