,0,1,2,3,train_loss,val_loss,train_loss_sd,val_loss_sd,ind_mini
0,2,64.0,128.0,,0.35484562989357593,5.678731434345245,0.13933216854116331,0.2807187740150055,16.163396866752645
1,32,2.0,64.0,,0.18216005535239155,4.834653277397155,0.18892467169792376,0.08014704610762174,11.690147930823416
2,128,2.0,,,0.9452089232316108,4.314285986423492,0.06536031314737703,0.15518676980329296,9.318573253086052
3,4,4.0,,,0.5786998286703601,5.328141407966614,0.29699083815220884,0.2997420514908053,14.239468080360185
4,128,256.0,16.0,,0.06318868564001832,4.595044703483581,0.11609508621504187,0.10152764258933729,10.562371844611132
5,256,16.0,16.0,,0.09615642683407975,4.322613142728805,0.16882918836763466,0.12814384105714677,9.350702612846339
6,4,256.0,256.0,,0.13874246975984925,3.9263374638557433,0.15517491831446661,0.16957003268478113,7.722439938030933
7,16,128.0,16.0,,0.106709900121849,4.485627584457397,0.16723617158881637,0.08769184819619152,10.064272343342584
8,4,32.0,4.0,16.0,0.46384921020296005,4.330289418697357,0.24489788812709462,0.23461732813675312,9.403225870172163
9,32,8.0,,,0.20814267435146447,4.7920894527435305,0.19200139684739273,0.10064085392569647,11.48712495228734
10,16,4.0,8.0,,0.3031107120871976,4.676076328754425,0.2224189201888692,0.07953184454016066,10.93600757331671
11,8,2.0,16.0,,0.3568267263468754,5.52981591463089,0.251645939794689,0.43174597344161236,15.382634317644056
12,256,16.0,,,0.0954117132180857,4.635586001873016,0.13740834574666821,0.19483203607399588,10.763308551520899
13,2,,,,0.6419052629548656,4.926455538272858,0.17144619713422796,0.2816635423601959,12.174649260837105
14,64,4.0,,,0.217209161913987,4.80233163356781,0.19634905839351327,0.10347895057856271,11.536548505989458
15,16,8.0,16.0,,0.26491648888805813,5.259387285709381,0.27483274594812596,0.42520336617967436,13.920976261846008
16,8,8.0,16.0,256.0,0.21918934234555182,6.744751815795898,0.21406123242380873,0.7565483629211897,23.0320212410604
17,2,32.0,2.0,,0.5087839162323092,4.961044034957886,0.18204694220367543,0.11047848802506312,12.312081706553762
18,128,4.0,2.0,128.0,0.13230966171301717,4.882778806686401,0.17074368363909817,0.2537784892091762,11.952966198305583
19,128,16.0,,,0.10529953727284935,4.810052518844604,0.14799104345019048,0.08683986519065415,11.572073198114827
20,64,2.0,,,0.2200905912489075,4.333109817504883,0.1890563492354831,0.24472417742402428,9.417865306786533
21,256,16.0,256.0,,0.058100519121487934,4.727937037944794,0.1397676467954719,0.13091396839614014,11.185263550945708
22,8,32.0,4.0,,0.3179498446789304,4.63906913280487,0.19403066007374634,0.1410478920072928,10.770428463391317
23,4,4.0,64.0,2.0,0.41602484744790547,4.628576989173889,0.2226105345327121,0.18379513119350985,10.728752797480233
24,16,64.0,2.0,2.0,0.9538403521737615,4.8899840331077575,0.0789198467810258,0.2596569904334563,11.989682798364885
25,8,256.0,8.0,,0.1440006211276133,5.07944289445877,0.16458475900047134,0.2011957426059343,12.920609922455222
26,8,,,,0.3632105051363553,4.683057522773742,0.1714293582849495,0.10708036319139508,10.97124698289447
27,4,32.0,16.0,,0.3225870784877667,4.3610999965667725,0.18462862967931454,0.08176330520172394,9.512939209066106
28,128,,,,0.15710756774752682,4.7281812262535095,0.15307756807809422,0.08048537528861556,11.181087801965745
29,16,16.0,32.0,2.0,0.18320676537046635,4.451554406881332,0.21139692863490234,0.32925632200544674,9.962373181502581
30,16,32.0,64.0,4.0,0.3439379017529427,4.705940492153168,0.18512102845736822,0.2664424239778744,11.108433740491003
31,32,32.0,2.0,16.0,0.24878525842534147,5.286348888874054,0.25576544883122043,0.43095092554144226,14.065601637562484
32,16,2.0,128.0,,0.28795062877320954,5.598482668399811,0.21316823590679596,0.3876671510669529,15.746647004194717
33,256,,,,0.12423988101590241,4.541069076061249,0.1299714584439909,0.1732166961512729,10.325656188692664
34,32,256.0,64.0,32.0,0.06905955204677476,4.088795720338822,0.1622281279610286,0.14218510641793042,8.36923352357407
35,128,16.0,256.0,,0.07490483656940082,4.218820807933807,0.14502856296723493,0.16700609417489057,8.913170022473407
36,128,4.0,128.0,,0.2947517136761702,4.413889682292938,0.11805530245736796,0.12268369033182598,9.748736707662744
37,16,2.0,8.0,64.0,0.25543499852501556,5.9214914464950565,0.23445430002306003,0.6378177393618034,17.73543620977936
38,256,8.0,64.0,,0.08489400476364867,4.3034742736816405,0.1290103403384562,0.1419091053299011,9.270014509207629
39,256,2.0,,,0.3579704653692065,4.728295888900757,0.1941492806619219,0.25864391626848465,11.211839344209247
40,4,256.0,4.0,,0.4802030118820923,5.229510743618011,0.21638803228747924,0.2643101177844394,13.708821227989715
41,16,32.0,,,0.23147246245080688,4.342371227741242,0.2227785360621423,0.18713711187488338,9.445604089077927
42,16,128.0,64.0,,0.12251147859068753,4.916607115268707,0.1518701272877101,0.1379096292704347,12.096022295878194
43,64,16.0,,,0.15067942027121067,4.471605441570282,0.16729601226411417,0.12099576913366857,10.004947600614603
44,128,256.0,,,0.06708015276773949,5.030394244194031,0.11003729902192495,0.17590481877731687,12.667904378644756
45,16,16.0,2.0,128.0,0.23818077415150973,4.166054967641831,0.23450384713463784,0.3368409497712554,8.734737909427988
46,256,4.0,4.0,,0.5187381821573944,4.97454781293869,0.24754282207904046,0.48131800132601305,12.488896480806787
47,16,4.0,32.0,,0.2570837775591229,4.564828515052795,0.21899266531545286,0.132723089964124,10.427637395224368
48,32,256.0,2.0,,0.31454739039110535,5.008320016860962,0.16102566695631362,0.3211127595467116,12.593191397816945
49,4,32.0,4.0,,0.30252112845091944,4.030094504356384,0.23565652545694502,0.31699982306024177,8.171075300931877
