,0,1,2,3,train_loss,val_loss,train_loss_sd,val_loss_sd,ind_mini
0,4,64.0,,,3.4152627469782457,4.343307664394379,0.643657084484756,0.3305502207605653,9.486792458015906
1,16,,,,3.1856260732345567,5.353897919654846,0.7316095544177927,0.41016608146239564,14.416229574233354
2,128,,,,2.138764667719592,6.607825616598129,0.8139679172516693,1.384217033229272,22.78970808722625
3,32,2.0,,,2.6778802236701904,6.18771670460701,0.8386979999921969,0.9451878651675452,19.590609058466306
4,32,2.0,32.0,,2.4310562986723796,5.6377687895298,0.7900023302963427,0.690218642938393,16.13041934962801
5,8,,,,3.9535768358397196,6.240985113382339,0.6342589185249407,0.5867799078148178,19.64710292283757
6,64,128.0,4.0,16.0,1.12316659810762,6.964749093055725,0.9829801684069891,0.8315094817464946,24.599568973727436
7,2,8.0,32.0,,4.700196486619286,5.467890043258667,0.4787128168606829,0.8484166756810609,15.308816190370482
8,2,32.0,32.0,256.0,4.059248973560708,7.529037183523178,0.4198282558565638,1.7213194172053192,29.82467072346134
9,128,256.0,,,0.6320177353950297,7.749398016929627,0.883636097904432,0.9193677122625928,30.449203307571892
10,32,64.0,32.0,2.0,1.3655956358214854,6.802378145456314,1.0927795568859766,1.0843018040557684,23.72402941803014
11,2,4.0,64.0,,4.321709729650878,5.598859665393829,0.43965348063735044,0.8923361136044288,16.07174664620828
12,64,4.0,,,2.9644233031952605,4.90095259308815,1.8345467693109365,0.6018564675142581,12.190783763593103
13,32,4.0,,,2.4518727588595546,7.302816098928451,0.850799955124568,1.2686386426421683,27.470283490186763
14,256,2.0,256.0,,1.535751743464695,7.80852043390274,0.8298864586213647,1.1328859046816906,31.128210919851544
15,16,16.0,256.0,256.0,0.9411387437493718,5.844122039079666,0.959608621466493,0.7636074979781641,17.368429409312576
16,2,,,,4.644477368113203,4.769819931983948,0.4654271714609274,0.4054543562198836,11.457787709264517
17,2,128.0,,,4.081969521476027,7.2355941915512085,0.5216597068579046,0.8518305034209246,26.539719255683966
18,16,256.0,128.0,,0.7003472060849382,8.64499633193016,0.8794178224465986,1.1506061725121355,38.02992807165448
19,128,2.0,,,1.9382845702069642,5.9568470394611355,0.9579577259234069,0.6547758900877836,17.956379058888572
20,64,256.0,16.0,,0.6081079525847364,6.715019018650055,0.8844190756688737,0.6969767789075012,22.78862852558411
21,4,32.0,,,3.5794059553701696,5.117456068992615,0.6685677856498803,0.40642500699223494,13.176768952188993
22,2,128.0,256.0,32.0,3.686314006536547,6.754796808958053,0.5079291354064981,1.4375536940239175,23.846920276755853
23,4,2.0,256.0,,3.902935673796719,8.345883705615996,0.4854579094130357,1.4063550192555436,35.81580463392593
24,64,16.0,4.0,8.0,1.5566438699324356,9.511390199661255,1.0041560724211513,2.0046662421379677,47.242615136289864
25,4,4.0,16.0,8.0,3.6027229661777453,4.811385657787323,0.6289680654013611,0.5843080513993598,11.745423923445832
26,32,,,,2.927482344658811,6.2273804426193236,0.7013119999323784,0.9938136703049262,19.883966394201295
27,256,16.0,,,1.0253322120817745,8.318426938056946,0.9666141951888562,1.401997686891788,35.58091211892069
28,32,2.0,8.0,,2.4247637823141623,5.96072037100792,0.9475459804157854,0.7578442654584674,18.05225763601854
29,64,128.0,4.0,4.0,1.4258113286201206,7.086263215541839,1.8191086147905071,1.0644497429135453,25.67408980756504
30,8,64.0,8.0,,2.064210014088395,6.75149543762207,0.8399322736020584,1.2127880704782317,23.526772774062973
31,32,2.0,64.0,,2.3612307203279124,7.2431767141819,0.7958547669422685,1.3537729682146238,27.148155081167772
32,64,8.0,32.0,256.0,1.016867220429169,7.309241154193878,0.8560218997705071,1.2557753696304492,27.500989014565974
33,64,,,,2.5084688610088874,6.049522116184234,0.7754013279976605,1.0276309659262302,18.826371618166327
34,4,,,,4.3687460993452225,4.901447625160217,0.7431123950303814,0.4049029186968432,12.094067597878976
35,16,16.0,8.0,2.0,2.3614179824463655,7.079508972167969,1.0933947133282518,1.916239036083169,26.89570966520786
36,4,64.0,4.0,,3.5170598502096317,6.248643302917481,0.7630823485642627,0.8756132240338266,19.9061208225992
37,32,128.0,128.0,32.0,0.5757540772341591,7.146500214338302,0.8822103560092602,1.018954353654566,26.055366644184495
38,16,32.0,2.0,,2.172632125600501,7.80926081776619,0.9677338862136398,1.5830532850465113,31.745306111597404
39,128,32.0,,,1.1846801085047973,9.395810288190841,0.9198906412958149,2.2858514055175743,46.753183809889755
40,16,128.0,128.0,256.0,0.623193222315781,7.30720809340477,0.9465282373258458,1.1826088513563442,27.396926907813274
41,256,,,,1.8306956522880233,6.923402030467987,0.8715000047491465,1.4575970097883435,25.029042359216078
42,16,2.0,32.0,,2.5992219934994205,6.086606502532959,0.9193601696673648,0.9211002192518352,18.94760216529114
43,2,8.0,128.0,16.0,4.332523020833649,6.131080704927444,0.5567177708419901,1.0174589269207164,19.312686639152133
44,16,32.0,4.0,,2.249952721152037,5.811171569824219,1.063778271789731,0.7544737398956736,17.16947281906272
45,256,16.0,2.0,16.0,1.0284072186587674,8.49287021636963,1.0043189534106323,1.4980729460371733,37.18653353187341
46,2,16.0,4.0,8.0,4.49251773958527,7.12305438041687,0.8630119027155305,1.2155644421060556,26.107750309644285
47,128,8.0,,,1.5503418756160847,9.370622470378876,0.9014690897848382,2.116955407180228,46.145032839179564
48,64,256.0,16.0,256.0,0.5274695902222912,6.50032659292221,0.844150869953668,0.6178873219641273,21.318015278647835
49,2,4.0,16.0,128.0,4.105974467031535,7.875706086158752,0.5079119018365111,1.4803880396048175,32.1091475516815
50,128,4.0,32.0,,1.4780702743666563,7.490708298683167,0.9524814497585594,1.3772131426073482,29.003713428065637
51,256,4.0,2.0,16.0,1.4493438798870732,6.701995480060577,1.2139874352870361,0.8518814289742936,22.821222691891844
52,4,32.0,16.0,64.0,2.891655709994397,8.162545766830444,0.6320918142722759,1.6933194324314493,34.74724204792579
53,2,32.0,,,4.4106060216869,7.17844707608223,0.4569182297992119,1.5173483027965904,26.916224148056603
54,8,128.0,256.0,,1.295700319168957,11.67182346701622,1.043929778655692,2.636328833297838,71.59084638123403
55,256,16.0,64.0,,0.7442780065576703,7.173502306938172,0.9034757425931463,0.8642676199719441,26.103046933289622
56,4,32.0,8.0,,3.1928332349881936,5.715431696176529,0.8126259685759559,0.7871161342589806,16.64285564123506
57,64,256.0,,,0.7596865135570099,7.379521296024323,0.9206949689373007,1.0934091201787453,27.826439031283282
58,256,8.0,,,1.210522124810409,7.763854103088379,0.9520505398573138,1.3438973248727166,31.04174527692115
59,256,2.0,128.0,2.0,9.48611301126213,5.447526698112488,0.34589658127303213,0.1391117101011828,14.84744959726781
60,8,32.0,,,2.7692725736325188,6.348799593448639,0.8316667328415515,1.444924897149016,21.19753211808735
61,2,4.0,,,4.739177392253378,5.717284321784973,0.6036787767141399,0.544024951321274,16.49165158189419
62,32,4.0,256.0,,1.704920251097815,7.127060608863831,0.8090685338853151,0.8597753673139292,25.767103302329136
63,64,64.0,64.0,,0.6511928103474616,8.111118975877762,0.918010748759661,1.164158288548235,33.572757780819934
64,16,32.0,,,2.106033112975092,6.537792580127716,0.8823316758590877,1.2545920454179138,22.15836651059946
65,32,64.0,16.0,256.0,0.7154392304802389,7.7899722528457644,0.9368438533167679,0.9220963207737659,30.766964662445716
66,8,32.0,64.0,256.0,1.5549709182197506,5.397815443277359,0.9642665119778412,0.8242933266877488,14.907935524052755
67,16,4.0,256.0,32.0,1.9895686361287297,6.96250984787941,0.8667831001688966,1.3333477437280823,25.127179793761265
68,16,4.0,4.0,2.0,9.415155097746133,5.429557256698608,0.02396471688224295,0.028175257057383527,14.740442924439382
69,32,64.0,,,1.364708511102792,8.523671436309815,0.9362497993438466,1.513200955582817,37.471375943070285
70,256,16.0,8.0,16.0,0.9285096990585308,6.384999850988388,1.02604058212135,0.9936313508808654,20.877763179287534
71,8,32.0,256.0,256.0,1.1651978792412503,6.719666823148727,1.0400175755432541,1.1114117993283976,23.19457920090605
72,8,2.0,128.0,,3.1415066995903285,6.795532133579254,0.7092604769588918,0.9328125572897267,23.524698122772804
73,32,16.0,,,1.88762150099216,7.557497637271881,0.9861853254066553,1.9811653300016991,30.520393301085406
74,64,2.0,8.0,,2.1816677237075597,7.569377353191376,0.9814461831820681,1.293960804914552,29.484904039830795
75,16,16.0,256.0,64.0,1.1405808884555808,5.492790372371673,1.0012088621416957,0.6582708353872764,15.302033283770205
76,2,64.0,32.0,64.0,3.950001574371804,5.258527255058288,0.5456794586494331,0.7801259532826594,14.130352697588018
77,16,256.0,,,1.3575326090028177,8.530188262462616,0.9681079728644442,1.6390998680539215,37.725380085254685
78,16,256.0,16.0,,1.0767732938672823,6.062233921289444,0.9821809568994975,1.0216963854704604,18.897271810257894
79,32,2.0,16.0,,2.485175365321949,6.809227805137635,0.9442590079723112,0.9172836467850847,23.603496295459415
80,64,8.0,,,1.7370505233785352,6.840747327804565,0.9892863608445975,1.0919128610402231,23.994048849485175
81,16,64.0,,,1.8809202377330718,9.63993957877159,0.9701080622524099,3.063641859407753,51.15716826254119
82,2,4.0,16.0,,4.699193537725452,5.0194470036029815,0.654075759113514,0.717574361759949,12.854880593317073
83,2,4.0,8.0,32.0,4.534115438980401,4.981122238636017,0.457382034440003,0.7293442497416294,12.671760895432731
84,128,64.0,16.0,64.0,0.6260292204067333,7.1130510377883915,0.9153502646063142,1.0344552785593866,25.832796394760948
85,256,256.0,64.0,,0.44739572321066995,6.9129834914207455,0.8100212941387295,0.8395128650243228,24.247061301598553
86,256,32.0,,,0.8681901735344217,8.18558072566986,0.9058430325694155,1.1249004133383247,34.13456637819333
87,4,16.0,64.0,128.0,2.7856852630585878,6.223882234096527,0.7627146400120546,1.1138002572416703,19.988630538466992
88,256,8.0,2.0,4.0,1.7036724354620372,7.873748004436493,1.1000344163043319,1.3605951845870756,31.923563446844593
89,64,2.0,8.0,128.0,2.060841253840573,8.391246137619019,0.851842405940533,1.3492554968741384,36.116751068975596
90,8,64.0,256.0,4.0,1.7123422265646195,6.770210136175155,1.0029475123941596,1.0447925558413853,23.463668386355195
91,256,2.0,8.0,128.0,1.5372195338970815,7.711288928985596,0.8566648753889599,1.2944519060210673,30.569791341648695
92,256,16.0,4.0,,0.9449721927443886,7.278732821941376,0.9495009476576836,0.900970813685334,26.895849950159743
93,2,8.0,,,4.565395610678147,6.996841032505035,0.5613869753211711,0.8878878752714293,24.87206465660007
94,128,128.0,16.0,,0.6464850268897453,8.312442531585694,0.9182381545559024,1.1211640565017127,35.176854841253075
95,16,4.0,,,3.057309499319765,5.022621049880981,0.750273502978974,0.6465126733579732,12.822350423760001
96,16,128.0,64.0,256.0,0.7268457728509519,7.239060579538346,0.9409139058443519,1.0136395278836403,26.71573158335711
97,16,64.0,32.0,16.0,1.1810848989180045,7.49094873547554,1.0044044518689035,1.0668396140048537,28.626229859766312
