"date","GPP","Precip","Tair","PAR","VPD","fapar","ET","DOY","CO2","year","GPPp","ETp","SWp"
2005-03-18,0.0236072217348,0.951,-8.26020833333333,16.0585853292712,0.0792583333333333,0.17,0.702158280019207,77,380,"2005",0,0.285215624844876,185.850000164565
2005-03-19,0.0757935273708,0.222,-7.60729166666667,17.749128306286,0.0991166666666667,0.17,0.26187412044399,78,380,"2005",0,0.325405819937401,185.85000010971
2005-03-20,0.1045976301504,0.069,-7.49604166666667,16.0441472822598,0.112004166666667,0.17,0.274794053209084,79,380,"2005",0,0.295724476701335,185.85000007314
2005-03-21,0.149841753147,0,-4.89458333333333,20.4836811643285,0.150297916666667,0.17,0.22810826201242,80,380,"2005",0,0.4257327197966,185.85000004876
2005-03-22,0.1681987794102,0.06,-3.81875,22.0295456381489,0.189195833333333,0.14,0.314656870555415,81,380,"2005",0,0.497199656191451,185.850000032507
2005-03-23,0.161721400851,0.081,-0.877916666666667,14.5629891016969,0.177408333333333,0.14,0.133286640905445,82,380,"2005",0,0.370659250231013,185.850000021671
2005-03-24,0.1901360013138,0,2.3,15.6069989827246,0.222258333333333,0.14,0.0706524521858717,83,380,"2005",0,0.446532441426407,187.690000014447
2005-03-25,0.20909481471,0,3.47020833333333,16.7926408065682,0.20448125,0.14,0.0897135956558986,84,380,"2005",0,0.499976626400553,189.852833342965
2005-03-26,0.3431764254906,0,1.24375,26.779067038735,0.250629166666667,0.14,0.395860753856811,85,380,"2005",0,0.738025450956119,189.513555561977
2005-03-27,0.4237201039788,0,-0.208958333333333,22.1506464131962,0.25779375,0.14,0.37637071434653,86,380,"2005",0,0.578470831921273,188.292370374651
2005-03-28,0.4607482273398,0,-1.82875,23.9299039038429,0.195933333333333,0.14,0.21490849948553,87,380,"2005",0,0.586600957215481,187.478246916434
2005-03-29,0.3471689755764,0,-0.395833333333333,19.0810381430867,0.236702083333333,0.14,0.39128436647489,88,380,"2005",0,0.494768841371896,186.935497944289
2005-03-30,0.3299936443416,0,0.476875,22.0407715508481,0.266575,0.14,0.191810809691442,89,380,"2005",0,0.590620947981037,186.955165296193
2005-03-31,0.3786320110788,0,3.23979166666667,28.9588809895876,0.360814583333333,0.14,0.137980344639192,90,380,"2005",0.011393493057984,0.858840929017971,189.178610197462
2005-04-01,0.6124671412416,0,3.45895833333333,29.2702593291475,0.398983333333333,0.14,0.239081817258957,91,380,"2005",0.053843748120909,0.886715712936817,190.836240131641
2005-04-02,0.7329759496812,0,2.925625,15.9811960726987,0.31721875,0.14,0.317931665944632,92,380,"2005",0.0643122173024855,0.485238025383647,191.514660087761
2005-04-03,1.4169447853164,0,6.45208333333333,27.3963928928321,0.398183333333333,0.14,0.274958169509866,93,380,"2005",0.139213394194364,0.936242898890931,194.788106725174
2005-04-04,1.5949389988512,0,7.19520833333333,25.8662910574921,0.5447375,0.14,0.670499232445237,94,380,"2005",0.182474700772558,0.919445219672277,197.564904483449
2005-04-05,1.6420043305602,0.92,6.88541666666667,22.1096834220194,0.471604166666667,0.14,0.584678314487231,95,380,"2005",0.210256490853591,0.794470977746451,199.743821655633
2005-04-06,2.3307172853886,0,3.70916666666667,28.3914591190827,0.331683333333333,0.14,0.865481342051421,96,380,"2005",0.270854392388301,0.928525583061439,198.079881103755
2005-04-07,1.7403330835026,0.62,3.21395833333333,15.3717515378418,0.194770833333333,0.59,0.353342720917362,97,380,"2005",0.877178579646754,0.447983623538195,196.880452735837
2005-04-08,1.7405133277752,4.52,4.06841666666667,12.7250522089764,0.175210416666667,0.59,0.61319522278464,98,380,"2005",0.839098718551202,0.402884174721115,198.689440490558
2005-04-09,1.535542511535,1.45,2.363125,9.15428475659531,0.1216625,0.59,0.421883859408147,99,380,"2005",0.691533655397698,0.297265790700006,197.015846993705
2005-04-10,2.594105536302,0,1.71979166666667,24.0177243182333,0.169160416666667,0.59,0.580863906448098,100,380,"2005",1.32962695934298,0.66596067962388,193.620705621965
2005-04-11,1.3921551767196,1.29,1.68604166666667,7.94456185984651,0.0937104166666667,0.59,0.472383027059179,101,380,"2005",0.651020515387452,0.262856044926758,191.667214414644
2005-04-12,2.320010792892,0.38,3.869375,20.7898604823728,0.271460416666667,0.59,0.613927051412798,102,380,"2005",1.30473512528675,0.658288257011174,189.713103645107
2005-04-13,2.5087293568782,0.14,5.86,27.8692720472419,0.3566875,0.59,1.12786705398607,103,380,"2005",1.6369401879564,0.893376489124895,187.923151437321
2005-04-14,3.0900032993412,0.01,6.21791666666667,33.4877254514493,0.495425,0.59,0.947006043022903,104,380,"2005",1.88892784763406,1.07954870326774,186.519068489369
