,0,train_loss,val_loss
0,7.568e-05,668.0644170659383,652.1683467102051
1,0.00044264,1182.0646956834792,2130.9838773803713
2,0.0007796,93.2528882730802,53.36929118347168
3,0.00069689,51.20974253431957,54.36728428649902
4,0.00037909,123.22681104739505,136.66505615997315
5,0.00054431,10005.513053505261,246.98341823196412
6,0.00060053,10.887727186918259,16.99286778831482
7,0.00032718,1401.866009554863,1455.3373949432373
8,0.0001821,38.62990593942006,51.54383603668213
9,0.00037894,34.25739287646612,46.62401444244385
10,0.00037372,30.696209611058237,48.52596246147156
11,0.00051159,14469.032020816643,12638.595203979492
12,7.108e-05,38.33651778157552,51.108461479187014
13,2.351e-05,21721.44896777344,22009.265935546875
14,0.0002141,269.58776295836765,265.04053189849856
15,0.00037622,48.714545098423955,59.325477394104006
16,0.00046473,275.78757095336914,271.4417998428345
17,0.00014749,28.52969100813071,109.36494912338257
18,0.00078967,29.718819939772285,41.41721324920654
19,0.00043743,18.98005316889286,34.30506864929199
20,0.0005457,,
21,7.806e-05,40.054827659606936,53.002134552001955
22,0.00076353,,
23,9.981e-05,157.7048172375361,86.79809655761719
24,9.264e-05,,
25,8.359e-05,31.435787972450257,43.522446342468264
26,0.00046047,415.00199265893303,338.2141643676758
27,0.00012896,,
28,0.00029438,,
29,0.00036302,30.931107321580253,47.36521566772461
30,0.00039617,2386.4261090914406,120.21600429916381
31,7.381e-05,2881.548080099106,61.940043899536136
32,0.00017488,437.2084423866272,230.6347894859314
33,0.00062366,29.98061348247528,41.73222509002686
34,0.00066687,63.097924267450956,107.62705216217041
35,0.00046133,,
36,0.00012757,2981.2718912760415,4411.081262451172
37,0.00079222,23.736636209964754,36.14633868408203
38,0.00076387,690.5668208424252,669.1857293434143
39,0.00075914,75.45254279232026,81.54550164794922
40,0.00033876,31.420891485492387,38.97361547088623
41,0.00025467,41.61457109832764,54.505438972473144
42,0.00024229,41.80483168586095,55.15064390563965
43,0.00043115,5727.967140105565,5843.349855621338
44,0.00030788,51.396256623109174,55.9613914642334
45,8.49e-05,34367.88116975911,36872.86792578125
46,0.00047617,1131.518594610532,1670.3510173187256
47,0.0003051,39.34749170827865,47.18285235595703
48,0.000401,3715.879188825607,3737.086085266113
49,0.00075002,28.589819298585255,40.13570066070557
50,0.0003395,,
51,0.00033935,1126.8614161046346,1175.9655186100006
52,0.00015003,16.299637495358784,23.37057688522339
53,0.00011392,17.933082538286843,25.62083896255493
54,0.0005997,,
55,0.00058356,20.584410344441736,30.084876598358154
56,0.00029249,348.38706771437325,338.49531226730346
57,0.00030597,201.05608059215547,230.85318310928344
58,0.00031674,782.0788998085658,759.2032931327819
59,9.791e-05,50.129416009426116,27.324868724823
60,0.00019824,3313.0017360205657,3392.185696624756
61,1.31e-06,2101.804837036133,2154.7087236328125
62,0.00022762,7202.322878698906,7316.959561050415
63,0.00053897,31.338672418236733,43.16482353210449
64,0.00035047,425.7890572070281,159.95580113220214
65,0.00060459,43.88248775800069,56.547424201965335
66,0.00036049,1860.8916146834692,47.872372215271
67,9.338e-05,601.2825366007088,612.8247128295899
68,0.00031682,34.75763809911409,26.62149532699585
69,0.00038544,9.69154875922203,12.463088262557983
70,0.00036959,124.50029985817274,128.2156509513855
71,8.132e-05,,
72,9.921e-05,6844.9688307484375,130.11875592041017
73,0.00022275,3621.309931661288,3537.8706948394774
74,0.00079798,16.856109333435697,23.771882930755616
75,0.00029501,11997.06484594345,5765.702327331543
76,0.00052121,41.98519331979752,54.150619842529295
77,0.00013963,460.03294881725304,46.69369482421875
78,0.000307,42.74081539185841,56.404304473876955
79,5.932e-05,2465.299384724617,2812.97694519043
80,0.0006015,868.0638850748539,727.2011797103881
81,0.00059502,55455.24370685943,217.5048989086151
82,0.00035774,53.220879005829495,9236.882378952027
83,0.00075739,1644.7686557798386,1615.2446146774291
84,0.000656,57.607207938591635,55.60295076751709
85,0.00062038,1972.909682943344,1868.6414562759398
86,0.0005823,53.212917634209,43.260415382385254
87,0.00020551,3977.746744008382,4644.274546966552
88,0.00012546,28.169646103779474,39.55565596008301
89,0.00075889,1727.2373225429853,1681.2207423820496
90,0.00021243,4508.808033066033,5222.206262786865
91,0.00076688,4710.1313161041735,24.517243783950807
92,8.42e-06,119281.53658854167,115228.445828125
93,0.00064837,9.33614935715993,16.13380733680725
94,0.00023732,753.6056884212494,2188.617667236328
95,0.00061935,33.50140611322721,156.98574871826173
96,0.00065232,47.57870239957174,23.487167140960693
97,6.68e-05,41.61496099321048,51.100544227600096
98,0.00019879,46.26038716753323,58.344034553527834
99,0.00064224,49.470274768869075,26.30592107772827
