,site2
0,-0.28358328
1,-0.28358328
2,-0.28358328
3,-0.28358328
4,-0.28358328
5,-0.28358328
6,-0.28358328
7,-0.28358328
8,-0.28358328
9,-0.28358328
10,-0.27880886
11,-0.27513963
12,-0.2721575
13,-0.2787379
14,-0.27815616
15,0.16058746
16,-0.06344337
17,-0.27930877
18,-0.26999718
19,-0.27073884
20,-0.2755996
21,-0.27500528
22,-0.28203627
23,-0.27349234
24,-0.2768818
25,-0.27850643
26,-0.28358328
27,-0.28089306
28,-0.27635238
29,-0.27821058
30,-0.2807805
31,-0.28205946
32,-0.28057206
33,-0.28105807
34,-0.28191695
35,-0.2582279
36,-0.17924462
37,-0.18394274
38,-0.030853083
39,0.15400368
40,0.06524266
41,-0.27522525
42,-0.27156436
43,-0.27677253
44,-0.28358328
45,-0.28358328
46,-0.28358328
47,-0.28358328
48,-0.28358328
49,-0.28358328
50,-0.28358328
51,-0.26097152
52,-0.21970317
53,-0.2644498
54,-0.18501079
55,-0.1636064
56,-0.23186801
57,-0.23457818
58,-0.22656426
59,-0.254286
60,-0.25478497
61,-0.28358328
62,-0.28358328
63,-0.28358328
64,-0.28358328
65,-0.28358328
66,-0.28358328
67,0.21719985
68,0.9570204
69,1.057262
70,0.7659584
71,0.2916042
72,0.3282294
73,-0.27930927
74,-0.27801853
75,-0.15931027
76,-0.27913192
77,-0.27915484
78,-0.28358328
79,-0.28358328
80,-0.28358328
81,-0.28358328
82,-0.28358328
83,-0.28358328
84,-0.28358328
85,-0.28358328
86,-0.28358328
87,-0.2824864
88,0.34049296
89,1.1995275
90,1.6416483
91,1.5257962
92,1.3195391
93,0.15223947
94,0.7708322
95,1.7255968
96,2.152
97,1.8161706
98,1.8412071
99,1.6017443
100,1.2688476
101,1.2760493
102,0.3308983
103,1.3450187
104,1.023789
105,1.5760074
106,1.3741727
107,0.9427317
108,0.7107289
109,1.199437
110,1.1752344
111,2.1119037
112,2.357049
113,2.4447937
114,2.8028378
115,3.0469484
116,2.793822
117,3.0418286
118,6.6129627
119,6.0793056
120,5.8826847
121,6.315524
122,5.8926415
123,5.0415983
124,3.6954026
125,4.6391954
126,3.273132
127,5.9020834
128,6.2145185
129,7.306773
130,7.2043056
131,6.2027454
132,5.1619043
133,4.7758956
134,3.8219223
135,3.65704
136,3.8041606
137,1.903725
138,3.4442885
139,3.712039
140,3.6347654
141,4.969875
142,5.646471
143,5.95364
144,6.810684
145,6.3504424
146,6.289633
147,7.287323
148,7.827077
149,8.109542
150,8.09192
151,8.5804825
152,6.8051033
153,9.147504
154,9.394968
155,9.37502
156,7.6649942
157,8.068549
158,8.689598
159,4.2204514
160,5.3326235
161,6.1345882
162,8.456127
163,9.1331625
164,9.769102
165,7.278618
166,9.130613
167,7.113513
168,4.712963
169,8.336128
170,7.594894
171,8.339443
172,8.989627
173,6.206957
174,6.466497
175,8.604847
176,10.553627
177,10.605718
178,9.259706
179,6.647113
180,9.204644
181,8.966086
182,8.765441
183,8.155524
184,10.523556
185,8.845557
186,9.754255
187,7.9506807
188,9.513814
189,7.462918
190,8.59893
191,7.1240487
192,6.938569
193,7.116451
194,7.8631625
195,7.5183773
196,6.900137
197,6.7584147
198,7.1118236
199,7.343816
200,6.3704896
201,3.3109891
202,3.5938983
203,8.09304
204,8.280851
205,8.091698
206,8.627344
207,10.139842
208,9.21352
209,9.986287
210,10.09734
211,9.655905
212,7.130905
213,9.542811
214,7.3042903
215,7.554944
216,9.112424
217,6.522456
218,8.504399
219,2.2928119
220,7.6179633
221,7.854447
222,5.4767904
223,5.5871224
224,3.8653042
225,5.533773
226,5.295868
227,2.7707229
228,2.7009282
229,3.724033
230,4.840098
231,3.6237183
232,3.9791398
233,3.406301
234,5.5006557
235,5.3740463
236,5.0220966
237,3.2533474
238,3.8221014
239,2.3064337
240,5.210359
241,5.3590055
242,6.1023283
243,4.95349
244,3.7934089
245,2.496901
246,5.2241364
247,3.6969113
248,5.0869203
249,5.4636946
250,6.136202
251,4.603326
252,5.579697
253,3.8227305
254,3.6287556
255,5.5249124
256,5.2643576
257,5.1060066
258,4.911836
259,4.5601096
260,4.0446253
261,4.195978
262,3.8584905
263,4.017089
264,3.6807096
265,3.7386675
266,3.9400017
267,3.7503488
268,3.4005897
269,3.582025
270,3.4780161
271,3.0107021
272,3.4712443
273,0.72025466
274,0.71970034
275,1.5454001
276,1.6666882
277,1.9227031
278,1.3826991
279,3.0558481
280,2.807167
281,1.5777155
282,2.1252208
283,0.44125086
284,2.7540417
285,1.9449221
286,1.9896966
287,1.5205616
288,0.06504309
289,0.6124299
290,0.950724
291,0.24195784
292,1.2176648
293,-0.022409081
294,0.8543935
295,1.0888873
296,-0.12705044
297,1.145445
298,0.05722812
299,0.7327874
300,0.864375
301,0.52570504
302,0.15023887
303,-0.050669655
304,-0.084351435
305,0.33553648
306,0.1407339
307,0.21122602
308,0.43445992
309,0.301292
310,0.1316314
311,-0.20161244
312,-0.25195292
313,0.008701533
314,-0.103467315
315,-0.1436948
316,-0.013660878
317,-0.09585805
318,-0.14971872
319,-0.10798043
320,-0.023602992
321,-0.17322326
322,-0.10392623
323,-0.16151822
324,-0.23808706
325,-0.25577858
326,-0.2763589
327,-0.27372077
328,-0.26648477
329,-0.27376068
330,-0.26791725
331,-0.21338561
332,-0.25767323
333,-0.25908238
334,-0.2683044
335,1.06431
336,1.0170108
337,1.1196898
338,1.16457
339,0.66493535
340,-0.009344161
341,0.13645583
342,0.6061522
343,0.50024825
344,-0.038223684
345,0.6433815
346,1.0615481
347,1.047458
348,0.098459184
349,-0.2719956
350,-0.07565153
351,0.35159627
352,0.7246542
353,0.6588756
354,0.4549479
355,-0.08076916
356,-0.04236367
357,-0.28230628
358,-0.28260994
359,-0.090270765
360,0.15858616
361,-0.28122118
362,-0.2814561
363,-0.02818868
364,0.035080105
365,0.20983365
366,-0.14160514
367,-0.28358328
368,-0.28358328
369,0.3195119
370,0.526207
371,1.1073011
372,1.0704409
373,0.9516187
374,1.0122927
375,1.2798746
376,0.8895457
377,0.4990879
378,0.7424441
379,1.3396801
380,-0.047068283
381,-0.10460286
382,0.4307593
383,-0.005934745
384,0.1518471
385,0.17579088
386,-0.1337762
387,-0.07783061
388,-0.12518126
389,-0.17025314
390,0.4959113
391,0.020029217
392,-0.04960528
393,0.021825343
394,-0.07702711
395,-0.05833088
396,0.26844698
397,0.342766
