,0,train_loss,val_loss
0,0.01575493,2.1952037989397843,7.5073381915092465
1,0.02120791,2.339989830695093,6.781307144522667
2,0.03113958,2.7285367911979557,5.668627419471741
3,0.03145162,2.728762598070005,5.608359612703324
4,0.01402967,2.6256422863254945,5.614077138900757
5,0.03229428,2.701628184678654,5.764086356043816
6,0.03871069,2.7601849639639258,5.760321982622147
7,0.03280967,2.4152734809120497,6.99674426651001
8,0.00371053,1.9420555306275684,7.083481888055801
9,0.03948489,2.3692294224202635,6.288062211751938
10,0.03001254,2.6837019755045577,5.565173208594322
11,0.01204334,1.9161840323346357,8.627123324990272
12,0.0439244,2.514607402436435,6.3503708792924884
13,0.02540403,2.658945325339834,5.52412594795227
14,0.00654881,1.8394204942832388,6.236361308813095
15,0.03669258,2.3087847917824984,7.345128438472748
16,0.01220611,2.6352303807660937,5.54935769367218
17,0.0083224,2.1766289068857834,6.405486707210541
18,0.0433774,2.7918559391349556,5.693396275877952
19,0.01637215,2.198759968296935,7.384090386629104
20,0.00026985,2.518306842217843,6.389239287137985
21,0.01122635,2.098694744467735,7.1436518752574925
22,0.00782039,2.1020220372627176,6.939321740627289
23,0.03757539,2.7183441476722554,5.524284267902375
24,0.02413916,2.2695438079213104,6.231945850849152
25,0.00283758,1.8066484469175337,5.747277250051498
26,0.0440984,2.6183323303560413,6.401085417985916
27,0.04198021,2.4469993162776036,6.758998056173325
28,0.00396898,2.052469459012151,5.706555573701858
29,0.01273996,2.2082117924491564,6.450872388124466
30,0.03048434,2.6710910048236447,5.655864655971527
31,0.01416137,2.3331352228795486,5.9825366115570064
32,0.0220191,2.4355393750915924,6.626149070382119
33,0.00037417,2.6929025104393562,5.71277822303772
34,0.03442392,2.53999433940649,6.6055618588924405
35,0.03905933,2.3051522218361495,5.8092051047086715
36,0.04392851,2.7264867404575153,5.616046884536743
37,0.01213891,2.027641596727073,6.645961029291153
38,0.03099128,2.2811297363837557,7.567509692192077
39,0.04340271,2.5877017273629708,6.8371886384487155
40,0.03280612,2.443751988696555,6.6356730885505675
41,0.03165328,2.5620105843494336,5.895653617739677
42,0.03123844,2.2530841248854996,6.164821452379226
43,0.0025536,2.5438449008564157,5.779888873100281
44,0.00079966,2.5035561327263713,6.574304564476013
45,0.02896411,2.6055975614363946,5.622909695863724
46,0.00017666,2.8526521933153273,6.526910557508469
47,0.00478151,1.9904913041790329,7.431000948429108
48,0.00361084,2.5462289989714817,5.671471179008484
49,0.04011594,2.719841099147995,5.959586117744446
50,0.00117143,2.1941968823124967,6.152908968448639
51,0.0404275,2.719462979560097,5.702197358131409
52,0.01763757,2.637595788286378,5.631289840698242
53,0.00235407,2.4777185929914314,5.760026626825333
54,0.02873585,2.5185546218777697,6.039522940039634
55,0.00818003,2.390421414261063,6.108638552904129
56,0.03194627,2.6807365853836136,5.674546337366104
57,0.01774867,1.9987269435028236,5.761904233932495
58,0.04461442,2.3408810472513237,7.698475755691528
59,0.01386396,2.6113181648949784,5.589240764737129
60,0.04102319,2.705830548437933,5.761202006459236
61,0.00471601,2.2092492453940213,6.6119498946666715
62,0.01031412,2.275918607056141,6.371264539003372
63,0.01406945,2.6283418778826793,5.656899250745774
64,0.01184498,2.218658132185538,6.972137275218963
65,0.00656146,1.9082186851203442,6.791373703241348
66,0.01810368,2.6317093749095997,5.506374975919724
67,0.01577509,2.2272833255529405,7.097917769908905
68,0.04087238,2.67724576446414,5.653572807669639
69,0.01554814,1.9944036499361195,6.002256579518318
70,0.01045077,1.9252146725058554,5.554308778643608
71,0.03664143,2.534229412709673,5.956793742895126
72,0.03767142,2.6929360614443816,5.456995472431183
73,0.04334504,2.7209178951382635,5.588386979222298
74,0.03751445,2.6870619871069983,5.514236621379852
75,0.02412932,2.6409109601452947,5.4722273917198185
76,0.01036165,1.9651920279326538,5.840996373414994
77,0.00094438,2.087931051733593,5.990326384067536
78,0.01292203,2.5976151341597236,5.623309653282165
79,0.0396353,2.718613164218764,5.585845935583115
80,0.0374123,2.5793614743451276,5.9369535994529725
81,0.02547561,2.4013065437128147,6.55522101867199
82,0.01387219,2.3516645720303058,5.778705883026123
83,0.01573124,2.6143215126817423,5.586144596815109
84,0.03240124,2.703294061032434,5.635118113279343
85,0.03685089,2.778634546170632,5.865429805755615
86,0.0342807,2.4201865559369327,6.778426101088524
87,0.00471654,1.9589775546702246,6.158206664085388
88,0.00695282,1.8879058997978766,6.698931751489639
89,0.00757833,2.113213750422001,6.901361345529557
90,0.00291711,2.272653021412591,6.7941969473361965
91,0.02536526,2.548425039512416,6.5884358142614365
92,0.04323728,2.7271323622614143,5.623868075609207
93,0.0058735,1.7780969784309468,6.218910790205002
94,0.03308918,3.026723361770312,5.466638821005821
95,0.04139177,2.317746180817485,7.468705835819244
96,0.04235761,2.259913836106658,8.73194784593582
97,0.04233904,2.3686170612002417,7.215865452528
98,0.02507856,2.613628850825131,5.613182832002639
99,0.00407728,2.018166597755005,6.4014954466819765
100,0.04097794,2.5815342626720668,6.59821304488182
101,0.04367838,2.3097241470068695,6.079677237510682
102,0.01384603,2.2535091384078068,7.222194433927536
103,0.02695739,2.499055336020887,5.801623965263366
104,0.01102898,2.1552733042066294,6.994210617780685
105,0.03792057,2.3721810453260943,7.22040296626091
106,0.00601367,1.9552665113111336,5.7468661069869995
107,0.02133482,2.1665845307360097,6.022875991821289
108,0.04197772,2.7306327819898724,5.604324403047562
109,0.03773852,2.6391988891263805,6.449751014590263
110,0.03343304,2.210428343454997,7.680347922325134
111,0.01646286,2.6240530191088713,5.614317722082138
112,0.03316059,2.7017816701283057,5.511071776628494
113,0.01200193,1.9397678726861876,7.562009568452835
114,0.01040115,1.8700866855395337,8.369898461461068
115,0.01506026,2.0475020785977445,5.7159345786571505
116,0.01299125,2.5000158506333827,6.627300952196121
117,0.011491,2.2892652780438465,6.371411763191223
118,0.00308917,1.8351987500501177,6.787489280939102
119,0.04216728,2.268453368333479,8.235115925550462
120,0.03859953,2.562890164343019,6.426958861351014
121,0.03528915,2.249569325817128,8.146006537675857
122,0.01172794,2.011448304998378,6.49237739932537
123,0.01800237,2.0816756433931487,6.091093017339706
