,site7
0,0.5171963
1,0.5171963
2,0.5171963
3,0.5171963
4,0.5171963
5,0.5171963
6,0.5171963
7,0.5171963
8,0.5171963
9,0.5171963
10,0.5171963
11,0.5171963
12,0.5171963
13,0.5171963
14,0.5171963
15,0.5171963
16,0.5171963
17,0.5171963
18,0.5171963
19,0.5171963
20,0.5171963
21,0.5171963
22,0.5171963
23,0.5171963
24,0.5171963
25,0.5171963
26,0.5171963
27,0.5171963
28,0.5171963
29,0.5171963
30,0.5171963
31,0.5171963
32,0.5171963
33,0.5171963
34,0.5171963
35,0.5171963
36,0.5171963
37,0.5171963
38,0.5171963
39,0.5171963
40,0.5171963
41,0.5171963
42,0.5171963
43,0.5171963
44,0.5171963
45,0.5171963
46,0.5171963
47,0.5171963
48,0.5171963
49,0.5171963
50,0.5171963
51,0.5171963
52,0.7074831
53,0.5171963
54,0.5171963
55,0.78282905
56,0.5171963
57,0.5171963
58,0.5171963
59,0.5171963
60,0.5171963
61,0.5171963
62,0.5171963
63,0.5171963
64,0.5171963
65,0.5171963
66,0.5171963
67,0.5171963
68,0.5171963
69,0.5171963
70,0.5171963
71,0.5171963
72,0.5171963
73,0.5171963
74,0.5171963
75,0.5171963
76,0.5171963
77,0.88428044
78,1.3750701
79,1.7001278
80,1.8932899
81,0.85270834
82,1.6021035
83,1.3635061
84,0.5171963
85,1.9291806
86,2.152843
87,2.526647
88,0.8151276
89,2.2205787
90,1.9015849
91,3.4076667
92,3.5025606
93,3.528421
94,0.980659
95,1.0228322
96,0.5171963
97,0.8383685
98,0.95192885
99,1.5623854
100,1.7783606
101,2.2182639
102,0.6996717
103,1.8345305
104,1.9323548
105,2.9783144
106,4.1282215
107,3.9801526
108,4.1359825
109,3.483118
110,3.7490206
111,5.6360245
112,6.3609104
113,6.381964
114,6.7504687
115,6.8412647
116,5.311281
117,3.775723
118,5.511997
119,7.137051
120,6.7539153
121,7.744399
122,8.857603
123,8.084247
124,5.6507087
125,6.959822
126,4.192291
127,6.140483
128,6.3851047
129,8.120536
130,8.477645
131,8.509382
132,7.139174
133,7.132052
134,5.996945
135,6.5333242
136,7.2901735
137,4.790828
138,6.3524756
139,7.4463925
140,6.292073
141,7.0113864
142,8.317359
143,8.412926
144,9.213236
145,8.458745
146,8.332174
147,9.5046015
148,9.537312
149,10.278671
150,10.731637
151,9.728587
152,8.542943
153,9.241262
154,10.436205
155,11.554128
156,10.682312
157,10.9818735
158,9.533551
159,5.675823
160,4.667048
161,5.175237
162,7.403074
163,7.719972
164,8.908831
165,5.8546696
166,7.586504
167,5.6899905
168,4.6520267
169,7.748288
170,6.1523824
171,7.759412
172,8.190782
173,5.1918726
174,5.6619773
175,7.3341317
176,10.025644
177,10.51239
178,8.995459
179,6.666824
180,8.504871
181,8.467203
182,8.443138
183,7.9550223
184,10.784978
185,9.204381
186,9.008782
187,7.3934684
188,8.806791
189,7.398454
190,7.912482
191,7.687962
192,6.670291
193,7.298162
194,8.366143
195,7.6372833
196,7.022255
197,6.8506565
198,7.2223277
199,7.3707294
200,6.828098
201,4.6668987
202,5.810366
203,9.443269
204,9.299769
205,9.106722
206,9.948606
207,10.655322
208,9.637129
209,10.507668
210,10.85426
211,10.498419
212,7.841607
213,9.528916
214,7.328323
215,7.466169
216,8.916761
217,6.989351
218,8.205377
219,4.1777296
220,8.83582
221,7.2147136
222,5.723634
223,6.9709153
224,4.4611716
225,6.1910977
226,5.6917505
227,3.674127
228,4.280306
229,4.1038322
230,5.2741446
231,4.045462
232,4.4143567
233,4.065202
234,6.1352115
235,5.9374566
236,5.369068
237,3.8481245
238,4.186951
239,3.4242554
240,6.409077
241,5.613681
242,6.59169
243,5.5343366
244,5.156626
245,3.722454
246,5.6806774
247,4.4242544
248,5.52995
249,5.536308
250,6.3094964
251,5.2708964
252,5.9958825
253,4.9608107
254,4.855823
255,5.247214
256,2.851449
257,2.3684375
258,1.8105924
259,1.4727255
260,1.2642636
261,1.4915698
262,1.2696905
263,2.4930577
264,1.3963885
265,2.558566
266,2.7319279
267,2.638699
268,1.6607985
269,1.6815091
270,1.9920408
271,3.1981764
272,4.355849
273,2.8131013
274,2.6926079
275,3.4448657
276,3.0290003
277,3.0475383
278,3.2396336
279,4.290678
280,3.8762498
281,2.7813673
282,3.220343
283,2.2901187
284,3.6398015
285,3.1206288
286,2.9743958
287,2.9191756
288,1.5334002
289,2.2370296
