,site0,site1,site2,site3,site4,site5,site6,site7
0,31.99384117126465,60.416107177734375,21.616559982299805,11.223612785339355,,8.92598819732666,16.505218505859375,
1,15.866997718811035,56.07625198364258,24.248672485351562,14.412291526794434,,8.920516967773438,15.477106094360352,
2,15.917709350585938,49.9154052734375,22.633432388305664,14.801701545715332,,8.920907020568848,13.92253589630127,
3,15.95504093170166,43.280616760253906,22.061986923217773,14.796483993530273,,8.922162055969238,12.963760375976562,
4,16.059371948242188,39.093082427978516,24.8070125579834,14.639256477355957,,8.923778533935547,10.50703239440918,
5,16.06418228149414,37.08984375,24.940305709838867,14.442509651184082,,8.925609588623047,7.936756134033203,
6,16.005252838134766,36.27842330932617,23.73345375061035,14.250711441040039,,8.92768669128418,6.710590839385986,
7,15.953784942626953,35.85914611816406,22.0301456451416,14.079244613647461,,8.929529190063477,6.173260688781738,
8,15.957595825195312,35.623199462890625,22.097923278808594,13.931877136230469,,8.930912971496582,5.828475475311279,
9,16.00582504272461,35.50888442993164,,13.808133125305176,,8.931857109069824,5.574772357940674,
10,16.044525146484375,35.456695556640625,,13.705914497375488,,8.932245254516602,5.376274108886719,
11,16.064424514770508,35.40411376953125,20.92052459716797,13.622764587402344,,8.932127952575684,5.220691680908203,
12,16.064733505249023,35.402259826660156,,13.556276321411133,,8.931255340576172,5.177661418914795,
13,16.05120277404785,35.34295654296875,21.01115608215332,13.50440502166748,,8.929962158203125,5.049480438232422,
14,16.032672882080078,35.28847885131836,20.93956756591797,13.465209007263184,,8.928191184997559,4.9385294914245605,
15,16.008892059326172,35.30135726928711,20.86069107055664,13.43714427947998,,8.926071166992188,4.839629650115967,
16,15.980242729187012,35.274227142333984,20.78262710571289,13.418795585632324,,8.923833847045898,4.750265598297119,
17,15.949272155761719,35.280887603759766,20.783388137817383,13.409086227416992,,8.921539306640625,4.668376445770264,
18,15.937012672424316,35.280494689941406,20.628137588500977,13.407026290893555,,8.919499397277832,4.593380451202393,
19,15.928485870361328,35.28567123413086,20.714574813842773,13.411703109741211,,8.917963027954102,4.522572994232178,
20,15.926076889038086,35.251007080078125,20.494916915893555,13.422486305236816,,8.917189598083496,4.4567551612854,
21,15.948249816894531,35.22989273071289,20.575666427612305,13.438676834106445,,8.91744613647461,4.39536190032959,
22,15.982635498046875,35.26955795288086,20.382205963134766,13.459732055664062,,8.91897201538086,4.3376569747924805,
23,16.042953491210938,35.21930694580078,20.458539962768555,13.485182762145996,,8.92194652557373,4.283308982849121,
24,16.194656372070312,35.20229721069336,20.286970138549805,13.514495849609375,,8.92680835723877,4.2317214012146,
25,16.3681640625,35.20189666748047,20.494117736816406,13.54724407196045,,8.933300018310547,4.1827073097229,
26,16.420690536499023,35.71440887451172,20.340274810791016,13.583083152770996,,8.941638946533203,4.135807514190674,
27,15.213594436645508,35.59579849243164,20.40435028076172,13.621682167053223,,8.951851844787598,4.090303421020508,
28,14.261828422546387,35.62027359008789,20.269071578979492,13.662585258483887,,8.963879585266113,4.046619415283203,
29,13.572945594787598,35.38402557373047,20.195188522338867,13.705635070800781,,8.97766399383545,4.004081726074219,
30,13.066078186035156,35.228233337402344,20.208019256591797,13.750401496887207,,8.993294715881348,3.963164806365967,
31,12.58377742767334,35.29682922363281,20.27236557006836,13.796679496765137,,9.01020336151123,3.9229588508605957,
32,12.194405555725098,35.33039474487305,20.161785125732422,13.844182968139648,,9.028542518615723,3.8827221393585205,
33,11.857221603393555,35.9384880065918,20.197023391723633,13.892592430114746,,9.047921180725098,3.842877149581909,
34,11.480777740478516,34.059661865234375,20.40530776977539,13.94168758392334,,9.068244934082031,3.8023629188537598,
35,11.175664901733398,31.285449981689453,20.2387752532959,13.991253852844238,,9.089305877685547,3.7631959915161133,
36,10.931076049804688,30.514570236206055,20.186119079589844,14.041069030761719,,9.110939979553223,3.7230451107025146,
37,10.71552848815918,29.955896377563477,20.16543960571289,14.090867042541504,,9.133030891418457,3.6848011016845703,
38,10.533635139465332,29.6090145111084,20.285696029663086,14.140445709228516,,9.15526294708252,3.6472666263580322,
39,10.342277526855469,29.380388259887695,18.842145919799805,14.189608573913574,,9.177668571472168,3.6087121963500977,
40,10.178628921508789,29.246789932250977,18.94573402404785,14.238208770751953,,9.20005989074707,3.570617914199829,
41,10.04869556427002,29.072294235229492,19.022539138793945,14.28593635559082,,9.222310066223145,3.532656669616699,
