,site7
0,0.27056628
1,0.27056628
2,0.4348014
3,0.4982226
4,0.4948494
5,0.6436652
6,1.4953587
7,1.1314722
8,0.5986561
9,0.6155356
10,0.38993195
11,0.27056628
12,1.1463938
13,0.45946634
14,0.46165007
15,0.33965832
16,0.3943729
17,1.2485757
18,1.327065
19,1.3329206
20,0.3505612
21,1.2876928
22,1.0697594
23,0.7813582
24,1.0501374
25,0.4707933
26,0.9954919
27,1.4335032
28,1.4874153
29,1.2649235
30,0.45980015
31,0.48564202
32,0.45363194
33,0.36513865
34,1.3072085
35,1.4430768
36,1.5086029
37,1.1714231
38,1.0698622
39,1.2384245
40,1.0959532
41,0.27056628
42,1.3196936
43,1.5067232
44,1.5370338
45,1.4287522
46,1.0684946
47,1.1616488
48,1.778986
49,1.4953489
50,0.34905887
51,2.4138994
52,2.9851587
53,2.9851587
54,2.9851587
55,2.9851587
56,1.5423627
57,1.4141564
58,1.4745517
59,1.4441772
60,2.9851587
61,3.0300577
62,2.9851587
63,1.3076916
64,0.27056628
65,0.27056628
66,1.1497984
67,1.3701503
68,0.34252337
69,1.1542009
70,1.9499652
71,3.1579113
72,3.8853998
73,4.042008
74,3.0264058
75,3.1582046
76,1.5606766
77,1.4562998
78,1.2863989
79,1.7967451
80,1.1394489
81,0.27056628
82,1.3898296
83,1.3726099
84,1.3909276
85,1.4780552
86,1.237574
87,2.9851587
88,4.816068
89,5.4207354
90,4.836624
91,3.6213353
92,3.3211677
93,1.4397008
94,2.9851587
95,2.9851587
96,2.9851587
97,1.3681202
98,3.8058538
99,4.338035
100,3.3671243
101,2.9851587
102,4.6361465
103,5.8236537
104,3.375496
105,6.089191
106,1.441741
107,2.9851587
108,4.44342
109,7.2559586
110,2.9851587
111,1.5394995
112,5.719341
113,4.1199484
114,8.100003
115,7.1218762
116,7.3957534
117,9.092703
118,3.1429417
119,8.109596
120,11.272176
121,11.063718
122,11.979267
123,9.096674
124,5.028193
125,11.425071
126,10.354388
127,6.89879
128,10.911188
129,9.618832
130,5.6923532
131,4.2535825
132,2.9851587
133,4.9197874
134,9.236586
135,9.309511
136,9.47432
137,5.4287143
138,6.385823
139,2.9851587
140,2.9851587
141,6.4015474
142,10.8094225
143,11.172796
144,12.537038
145,13.313016
146,12.132853
147,11.313692
148,8.812427
149,6.783133
150,10.869024
151,12.04025
152,7.385342
153,10.006021
154,8.628902
155,6.4753623
156,10.477668
157,9.716769
158,8.448469
159,9.182837
160,7.961913
161,7.4930887
162,7.5217724
163,11.477834
164,10.563791
165,11.259978
166,10.297054
167,9.525332
168,12.568154
169,7.1453824
170,9.143789
171,11.512693
172,14.929971
173,11.487882
174,8.829403
175,8.126349
176,6.459772
177,8.755469
178,9.864926
179,8.514725
180,6.476033
181,7.545059
182,9.873188
183,11.43352
184,12.618582
185,10.72654
186,7.377096
187,12.898857
188,14.054637
189,15.070252
190,15.586287
191,12.7376375
192,15.3493
193,11.5658
194,14.814342
195,13.666512
196,14.692144
197,14.292826
198,13.64395
199,9.519949
200,8.04952
201,11.896605
202,10.081372
203,12.253319
204,9.755869
205,14.690935
206,10.815167
207,8.152771
208,10.533862
209,10.018495
210,9.51014
211,9.203251
212,12.626797
213,12.444919
214,12.819866
215,14.473662
216,14.032874
217,13.193154
218,14.320163
219,12.74282
220,14.014809
221,13.241968
222,13.693202
223,13.553923
224,9.722124
225,8.479204
226,9.715902
227,12.305496
228,10.290567
229,11.964045
230,13.330153
231,13.251661
232,12.517313
233,11.829711
234,11.18769
235,13.09531
236,10.700667
237,10.610783
238,9.72737
239,11.072321
240,11.304699
241,10.607883
242,9.731617
243,11.146466
244,11.105259
245,11.209814
246,11.278384
247,8.964924
248,5.8894606
249,4.5262628
250,9.557632
251,8.921866
252,4.199923
253,4.0482807
254,2.9851587
255,3.381011
256,5.7454176
257,7.4189463
258,5.098754
259,8.431426
260,9.172082
261,2.9851587
262,5.872111
263,4.088475
264,4.4287896
265,4.916945
266,5.0014563
267,7.1464715
268,6.7909064
269,4.59023
270,3.644132
271,5.5322423
272,7.106462
273,6.067492
274,7.241621
275,4.1683645
276,2.9851587
277,3.9755914
278,3.7827587
279,5.1049423
280,6.2940226
281,6.2520165
282,6.4592776
283,5.5943294
284,4.1612325
285,3.8833375
286,3.9644701
287,4.4094033
288,4.4151735
289,2.9851587
290,4.3743916
291,4.2053404
292,4.485156
293,4.298222
294,4.0692425
295,2.9851587
296,3.3599806
297,2.9851587
298,2.9851587
299,2.9851587
300,1.2970808
301,1.3255868
302,1.5590844
303,1.5495002
304,1.3596799
305,2.9851587
306,2.9851587
307,1.3230577
308,2.9851587
309,2.2448564
310,1.5250826
311,2.9851587
312,2.9851587
313,2.9851587
314,2.9851587
315,1.531306
316,0.49536204
317,1.3259776
318,1.2719643
319,0.40038037
320,1.3147495
321,1.4590547
322,1.4653406
323,1.5277913
324,0.54487526
325,1.0826659
326,0.46758002
327,0.27056628
328,0.27056628
329,1.0795861
330,1.3003337
331,0.27056628
332,0.27056628
333,0.27056628
334,0.27056628
335,0.33678055
336,1.2510073
337,0.5481963
338,0.30615467
339,0.27056628
340,1.2620399
341,1.1754694
342,1.1760256
343,0.27056628
344,0.27056628
345,0.27056628
346,0.27056628
347,0.4573493
348,0.37267137
349,0.27992028
350,0.44916177
351,0.44730854
352,0.40080202
353,0.36126113
354,0.8652299
355,0.49808878
356,1.2932494
357,0.50482213
358,0.49296945
359,0.27056628
360,0.27056628
361,0.32235366
362,0.3969273
363,0.44600445
364,1.0088196
