,train_RMSE,train_MAE,test_RMSE,test_mae
0,22.369754791259766,3.158090829849243,11.798161506652832,2.607919692993164
1,,,15.2230806350708,2.7110626697540283
2,,,,
3,,,9.984874725341797,2.8439958095550537
4,13.602450370788574,3.018357038497925,5.505382537841797,1.8113270998001099
5,13.646549224853516,3.1704022884368896,9.786799430847168,2.760719060897827
