,site2
0,0.5259502
1,1.0214136
2,0.56716365
3,1.0083812
4,-0.16385752
5,1.0861685
6,0.39691174
7,0.9402472
8,0.6665672
9,0.688733
10,0.5274851
11,0.96905446
12,1.3547688
13,0.60575986
14,0.7805095
15,0.7139196
16,0.6338072
17,0.7063599
18,1.2870251
19,1.3951937
20,0.55846643
21,-0.23121852
22,-0.24624708
23,-0.22367173
24,-0.005049899
25,-0.2721442
26,-0.21856987
27,-0.26073766
28,-0.2255576
29,-0.24272352
30,-0.24143496
31,0.30664587
32,1.7638432
33,1.3409228
34,1.1490571
35,0.04697129
36,0.94597554
37,0.9117
38,1.6488143
39,1.8796834
40,1.9928275
41,2.0983138
42,1.8627795
43,1.3071357
44,1.8638941
45,2.1252089
46,2.0440292
47,1.3085878
48,1.3581753
49,4.1409674
50,2.1197147
51,1.2599165
52,3.704557
53,4.762342
54,4.44139
55,4.7782693
56,2.7512364
57,4.4416246
58,4.4054766
59,1.1947846
60,1.0244967
61,2.8230352
62,4.9062543
63,4.1697307
64,5.730595
65,5.391371
66,5.582615
67,4.903748
68,4.8273373
69,4.092826
70,2.7269125
71,4.6513715
72,4.336801
73,5.067475
74,3.8603048
75,2.303711
76,5.6819735
77,5.874329
78,5.5535135
79,0.76543856
80,1.3333776
81,1.451176
82,0.4819172
83,1.4782579
84,1.6058096
85,1.3743188
86,1.7582427
87,1.7174051
88,2.2680974
89,2.3033304
90,2.2833598
91,1.8146012
92,2.2508967
93,2.3151119
94,2.4672384
95,6.6973376
96,4.255674
97,8.890202
98,8.573146
99,8.158847
100,7.5565205
101,5.699103
102,8.259893
103,7.88911
104,7.869922
105,4.369171
106,7.652884
107,7.9993596
108,2.9712257
109,5.560842
110,7.3349643
111,6.256103
112,4.3306212
113,8.968798
114,7.145019
115,8.264144
116,7.781648
117,7.7675176
118,7.5882945
119,6.203537
120,5.555896
121,7.678504
122,6.58783
123,5.0851846
124,7.0746393
125,7.2827163
126,8.187545
127,7.313085
128,8.165254
129,7.974009
130,6.418562
131,7.304976
132,6.641922
133,6.09829
134,4.086049
135,3.8718865
136,6.118368
137,4.7299495
138,2.680356
139,5.800645
140,3.804315
141,5.7870803
142,7.6271863
143,8.713966
144,8.29363
145,7.8019
146,7.8756714
147,7.121666
148,6.715333
149,7.108435
150,4.8808403
151,5.682881
152,5.3778443
153,4.313866
154,2.3351247
155,11.162151
156,9.47776
157,5.884407
158,7.54996
159,11.143515
160,11.587492
161,10.57685
162,11.791093
163,10.898258
164,11.265691
165,11.087556
166,11.083658
167,9.271245
168,11.35478
169,11.948511
170,12.410776
171,12.1526575
172,11.979897
173,11.400406
174,11.522223
175,12.434841
176,10.545205
177,10.039918
178,9.850341
179,8.550339
180,5.54111
181,9.981591
182,9.698488
183,7.45976
184,1.3183405
185,5.4964724
186,13.711602
187,4.45204
188,13.586465
189,12.455982
190,12.21127
191,11.9303255
192,10.926166
193,11.410829
194,3.9203036
195,6.4662127
196,8.995122
197,7.669139
198,10.443856
199,11.06194
200,11.603138
201,7.92099
202,8.987152
203,2.1546557
204,2.8500905
205,5.7417316
206,8.829792
207,12.405758
208,11.091623
209,10.447817
210,9.617354
211,8.813749
212,10.417916
213,10.318278
214,11.356392
215,11.230056
216,11.394563
217,11.145757
218,11.352541
219,7.7648835
220,4.059042
221,12.494349
222,12.161147
223,8.759361
224,6.370821
225,7.478062
226,6.6738195
227,5.347506
228,6.4457855
229,8.124054
230,8.720961
231,6.9607277
232,7.602286
233,7.884187
234,5.2884645
235,6.3508606
236,8.330521
237,7.259837
238,7.60915
239,10.507628
240,8.27982
241,10.380216
242,11.927036
243,10.833805
244,10.548003
245,10.0683775
246,9.576128
247,9.183848
248,10.599575
249,8.84281
250,6.034867
251,9.279253
252,9.331043
253,6.059046
254,6.793077
255,7.6670027
256,5.2553477
257,0.89708114
258,2.0811372
259,3.1677413
260,4.1699963
261,3.0788364
262,1.8338441
263,3.3782473
264,4.970625
265,4.2818494
266,3.4632626
267,2.8788404
268,8.712655
269,9.734379
270,11.517323
271,6.285802
272,3.878902
273,1.6618888
274,3.0940685
275,1.8285235
276,0.8713769
277,6.0599384
278,4.4814262
279,1.6251075
280,5.6666822
281,3.099228
282,2.942603
283,5.8370247
284,5.928935
285,5.592934
286,4.677706
287,3.222485
288,1.2573124
289,2.4877234
290,4.551089
291,4.3354692
292,5.1803284
293,4.306024
294,2.9647274
295,0.5511164
296,4.1391063
297,1.9581863
298,4.555358
299,3.0129786
300,0.33382
301,0.8941386
302,2.5895152
303,2.1360683
304,0.86337197
305,3.2472205
306,2.5334902
307,1.8395723
308,2.6006722
309,1.2651118
310,2.0288157
311,1.94851
312,0.32511944
313,1.1410635
314,2.2872858
315,0.9630095
316,0.06998861
317,0.20613846
318,0.8250991
319,0.91583574
320,1.1551039
321,0.84627974
322,0.8355
323,0.8560708
324,1.0970144
325,0.24456948
326,-0.22989525
327,0.2716005
328,0.3760737
329,0.21433207
330,0.39261436
331,0.65184575
332,0.8008177
333,0.8530621
334,0.9526346
335,1.1014957
336,0.21759042
337,1.3280059
338,0.6145158
339,0.53858453
340,0.04412818
341,0.27304494
342,0.8259615
343,0.2671491
344,0.8134453
345,0.26153272
346,1.2600803
347,0.5499934
348,0.65875006
349,0.18659134
350,0.31001592
351,1.0631179
352,0.09789097
353,0.24492925
354,0.44454312
355,0.3746248
356,0.41386485
357,-0.28358328
358,-0.28358328
359,-0.28358328
360,-0.28358328
361,-0.28358328
362,-0.28358328
363,-0.28358328
364,-0.28358328
