,train_p1,train_p2,train_p3,train_p4,train_p5,train_p6
126,0.11261607,,-0.4509515,0.0,0.0,0.0
127,-999.0,,-1005.7796,-999.0,-999.0164,-999.35815
128,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.5038
129,-24.934814,,-0.08356565,0.0,0.0,0.0
130,-999.0,,-1001.0554,-999.0,-999.005,-999.1086
131,-76.14667,,-2.7408571,-251.31714,-212.5979,-6.3321986
132,-0.009545471,,-0.012096575,0.0,0.0,0.0
133,-999.0,,-999.113,-999.0,-999.00024,-999.006
134,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.1012
135,-0.27592477,,-0.15398754,0.0,0.0,0.0
136,-999.0,,-1000.1547,-999.0,-999.0028,-999.061
137,-76.15576,,-2.7408571,-251.35097,-212.60654,-6.3321986
138,-1.0299405,,-0.33197382,0.0,0.0,0.0
139,-999.0,,-1000.43506,-999.0,-999.0035,-999.0758
140,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.2535
141,-0.97593373,,-0.10294707,0.0,0.0,0.0
142,-999.0,,-1000.88574,-999.0,-999.0046,-999.0996
143,-76.14969,,-2.7408571,-251.33183,-212.68207,-6.3321986
144,0.12082298,,-0.43123272,0.0,0.0,0.0
145,-999.0,,-1005.18494,-999.0,-999.015,-999.3267
146,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.3944
147,0.06802748,,-0.2129662,0.0,0.0,0.0
148,-999.0,,-1004.8479,-999.0,-999.01416,-999.3089
149,-76.15836,,-2.7408571,-251.36185,-212.64156,-6.3321986
150,0.013819023,,0.018466175,0.0,0.0,0.0
151,-999.0,,-998.7836,-999.0,-998.99945,-998.9886
152,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.5582
153,-0.071533196,,-0.07488188,0.0,0.0,0.0
154,-999.0,,-999.3036,-999.0,-999.00073,-999.01605
155,-76.15161,,-2.7408571,-251.33237,-212.52475,-6.3321986
156,-0.7659909,,-0.23167406,0.0,0.0,0.0
157,-999.0,,-1000.5133,-999.0,-999.00366,-999.07996
158,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.0342
159,0.350362,,-0.1504151,0.0,0.0,0.0
160,-999.0,,-1001.65326,-999.0,-999.0064,-999.14014
161,-76.14548,,-2.7408571,-251.31459,-212.63866,-6.3321986
162,0.15414874,,-0.3533602,0.0,0.0,0.0
163,-999.0,,-1003.82477,-999.0,-999.0117,-999.2549
164,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.0444
165,0.6659594,,-0.14187235,0.0,0.0,0.0
166,-999.0,,-1001.3419,-999.0,-999.0057,-999.1237
167,-76.14232,,-2.7408571,-251.30055,-212.58086,-6.3321986
168,-0.18924822,,-0.09621456,0.0,0.0,0.0
169,-999.0,,-1000.2686,-999.0,-999.00305,-999.067
170,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.0262
171,-0.26242268,,-0.12086451,0.0,0.0,0.0
172,-999.0,,-1000.3363,-999.0,-999.00323,-999.0706
173,-76.14231,,-2.7408571,-251.30016,-212.57033,-6.3321986
174,-2.3917074,,-0.16292103,0.0,0.0,0.0
175,-999.0,,-1000.9187,-999.0,-999.00464,-999.1014
176,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1093.989
177,0.179099,,-0.28864357,0.0,0.0,0.0
178,-999.0,,-1003.0356,-999.0,-999.00977,-999.2132
179,-76.14633,,-2.7408571,-251.31618,-212.6021,-6.3321986
180,-0.5056595,,-0.2551959,0.0,0.0,0.0
181,-999.0,,-1000.2135,-999.0,-999.0029,-999.0641
182,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.2186
183,0.669908,,-0.21351068,0.0,0.0,0.0
184,-999.0,,-1001.4399,-999.0,-999.0059,-999.1289
185,-76.145226,,-2.7408571,-251.31422,-212.6519,-6.3321986
186,0.22230035,,-0.46156573,0.0,0.0,0.0
187,-999.0,,-1003.42804,-999.0,-999.01074,-999.23395
188,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.0853
189,0.2797795,,-0.7260576,0.0,0.0,0.0
190,-999.0,,-1003.83453,-999.0,-999.0117,-999.2554
191,-76.143394,,-2.7408571,-251.30383,-212.56494,-6.3321986
192,0.61183846,,-0.6176793,0.0,0.0,0.0
193,-999.0,,-1002.12427,-999.0,-999.00757,-999.16504
194,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.169
195,1.1223886,,-0.85809445,0.0,0.0,0.0
196,-999.0,,-1001.6983,-999.0,-999.00653,-999.1425
197,-76.14228,,-2.7408571,-251.29813,-212.5257,-6.3321986
198,-0.5331481,,-0.2352421,0.0,0.0,0.0
199,-999.0,,-1000.3404,-999.0,-999.00323,-999.0708
200,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.0493
201,-0.102488525,,-0.09792562,0.0,0.0,0.0
202,-999.0,,-999.60974,-999.0,-999.00146,-999.0322
203,-76.14233,,-2.7408571,-251.30064,-212.58168,-6.3321986
204,-1.2754683,,-0.45396754,0.0,0.0,0.0
205,-999.0,,-1000.3563,-999.0,-999.0033,-999.07166
206,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1093.9238
207,-0.49382314,,-0.34631234,0.0,0.0,0.0
208,-999.0,,-999.89264,-999.0,-999.00214,-999.0472
209,-76.1423,,-2.7408571,-251.29927,-212.55104,-6.3321986
210,-0.34044307,,-0.27298036,0.0,0.0,0.0
211,-999.0,,-999.7793,-999.0,-999.0019,-999.04114
212,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1093.9437
213,0.038539153,,0.055913422,0.0,0.0,0.0
214,-999.0,,-998.9022,-999.0,-998.99976,-998.9948
215,-76.14224,,-2.7408571,-251.29607,-212.47859,-6.3321986
216,0.04803096,,0.071641885,0.0,0.0,0.0
217,-999.0,,-998.8492,-999.0,-998.99963,-998.992
218,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1093.8877
219,-0.39640442,,-0.20215131,0.0,0.0,0.0
220,-999.0,,-1000.27106,-999.0,-999.00305,-999.06714
221,-76.14244,,-2.7408571,-251.30746,-212.73326,-6.3321986
222,-0.0022372662,,-0.0033139787,0.0,0.0,0.0
223,-999.0,,-999.0781,-999.0,-999.0002,-999.00415
224,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.0594
225,0.046670303,,0.09668876,0.0,0.0,0.0
226,-999.0,,-998.09314,-999.0,-998.9978,-998.9521
227,-76.11161,,-2.7408571,-251.38148,-212.61191,-6.3321986
228,0.045377843,,0.07700411,0.0,0.0,0.0
229,-999.0,,-998.7418,-999.0,-998.9994,-998.9864
230,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.4923
231,0.03094057,,0.060698625,0.0,0.0,0.0
232,-999.0,,-998.2353,-999.0,-998.99817,-998.9596
233,-76.11503,,-2.7408571,-251.39973,-212.7483,-6.3321986
234,0.41716975,,1.0679955,0.0,0.0,0.0
235,-999.0,,-997.6021,-999.0,-998.9966,-998.92615
236,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.7719
237,0.006050804,,0.009417582,0.0,0.0,0.0
238,-999.0,,-998.88025,-999.0,-998.9997,-998.99365
239,-76.0875,,-2.7408571,-251.40242,-212.9275,-6.3321986
240,0.0034307076,,0.005062697,0.0,0.0,0.0
241,-999.0,,-998.94055,-999.0,-998.9999,-998.9969
242,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.506
243,-0.054584935,,-0.059596173,0.0,0.0,0.0
244,-999.0,,-999.3839,-999.0,-999.0009,-999.02026
245,-76.19227,,-2.7408571,-251.48825,-212.68936,-6.3321986
246,-0.2471849,,-0.18988714,0.0,0.0,0.0
247,-999.0,,-999.8035,-999.0,-999.00195,-999.0424
248,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.7933
249,-0.19206856,,-0.1655562,0.0,0.0,0.0
250,-999.0,,-999.63245,-999.0,-999.0015,-999.0334
251,-76.167946,,-2.7408571,-251.39697,-212.63837,-6.3321986
252,-0.1727505,,-0.15642673,0.0,0.0,0.0
253,-999.0,,-999.5556,-999.0,-999.00134,-999.02936
254,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.1375
255,-0.567623,,-0.38871306,0.0,0.0,0.0
256,-999.0,,-999.8079,-999.0,-999.00195,-999.04266
257,-76.17241,,-2.7408571,-251.41107,-212.58429,-6.3321986
258,-0.019328717,,-0.024059342,0.0,0.0,0.0
259,-999.0,,-999.0457,-999.0,-999.0001,-999.00244
260,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.4674
261,0.1782636,,0.29001597,0.0,0.0,0.0
262,-999.0,,-998.5421,-999.0,-998.9989,-998.9758
263,-76.184395,,-2.7408571,-251.45801,-212.65611,-6.3321986
264,0.29533947,,0.53030705,0.0,0.0,0.0
265,-999.0,,-998.39606,-999.0,-998.99854,-998.9681
266,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.3743
267,0.41272268,,0.8970579,0.0,0.0,0.0
268,-999.0,,-997.9136,-999.0,-998.9974,-998.9426
269,-76.16621,,-2.7408571,-251.39133,-212.65555,-6.3321986
270,0.21078509,,0.35454082,0.0,0.0,0.0
271,-999.0,,-998.56537,-999.0,-998.99896,-998.97705
272,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.0797
273,144.14156,,-1.0323596,0.0,0.0,0.0
274,-999.0,,-1000.5556,-999.0,-999.0038,-999.08215
275,-76.14798,,-2.7408571,-251.3254,-212.67645,-6.3321986
276,-0.33373326,,-0.32946837,0.0,0.0,0.0
277,-999.0,,-999.41534,-999.0,-999.001,-999.0219
278,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1093.979
279,0.015416401,,0.021280795,0.0,0.0,0.0
280,-999.0,,-998.97266,-999.0,-998.99994,-998.99854
281,-76.14232,,-2.7408571,-251.30035,-212.5741,-6.3321986
282,0.46033463,,0.94666636,0.0,0.0,0.0
283,-999.0,,-998.34973,-999.0,-998.9984,-998.96564
284,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1093.9751
285,0.7484493,,1.9116482,0.0,0.0,0.0
286,-999.0,,-998.05365,-999.0,-998.9977,-998.95
287,-76.15701,,-2.7408571,-251.35184,-212.51666,-6.3321986
288,0.7121277,,1.8695965,0.0,0.0,0.0
289,-999.0,,-997.9186,-999.0,-998.9974,-998.9429
290,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.2147
291,0.6124447,,1.6291001,0.0,0.0,0.0
292,-999.0,,-997.71954,-999.0,-998.9969,-998.9324
293,-76.1686,,-2.7408571,-251.40372,-212.74158,-6.3321986
294,0.86062014,,2.568344,0.0,0.0,0.0
295,-999.0,,-997.7456,-999.0,-998.99695,-998.9337
296,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.4525
297,0.8428145,,2.52184,0.0,0.0,0.0
298,-999.0,,-997.7324,-999.0,-998.99695,-998.93304
299,-76.20483,,-2.7408571,-251.53784,-212.77316,-6.3321986
300,0.19627348,,0.41334358,0.0,0.0,0.0
301,-999.0,,-998.2045,-999.0,-998.99805,-998.958
302,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1094.8632
303,0.046843443,,0.07584629,0.0,0.0,0.0
304,-999.0,,-998.77325,-999.0,-998.99945,-998.98804
305,-76.206795,,-2.7408571,-251.54845,-212.85548,-6.3321986
306,0.10699279,,0.18513761,0.0,0.0,0.0
307,-999.0,,-998.6645,-999.0,-998.9992,-998.9823
308,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1095.2861
309,0.3066253,,0.6202027,0.0,0.0,0.0
310,-999.0,,-998.4079,-999.0,-998.99854,-998.96875
311,-76.256905,,-2.7408571,-251.72801,-212.75691,-6.3321986
312,0.2381486,,0.6530441,0.0,0.0,0.0
313,-999.0,,-997.7165,-999.0,-998.9969,-998.9322
314,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1095.2047
315,0.76593286,,2.9817607,0.0,0.0,0.0
316,-999.0,,-997.0474,-999.0,-998.99524,-998.89685
317,-76.31447,,-2.7408571,-251.94135,-212.81244,-6.3321986
318,0.57669175,,1.9791077,0.0,0.0,0.0
319,-999.0,,-996.8575,-999.0,-998.9948,-998.88684
320,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1096.5088
321,0.9661452,,3.4584804,0.0,0.0,0.0
322,-999.0,,-997.2996,-999.0,-998.99585,-998.91016
323,-76.32924,,-2.7408571,-251.99907,-212.89749,-6.3321986
324,0.7209103,,2.8163192,0.0,0.0,0.0
325,-999.0,,-995.9825,-999.0,-998.9927,-998.8406
326,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1096.7001
327,0.7657716,,3.027743,0.0,0.0,0.0
328,-999.0,,-995.9796,-999.0,-998.9927,-998.84045
329,-76.37811,,-2.7408571,-252.19339,-213.26024,-6.3321986
330,0.7864342,,3.2225294,0.0,0.0,0.0
331,-999.0,,-995.78394,-999.0,-998.9922,-998.8301
332,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1097.3523
333,0.7314819,,2.7012012,0.0,0.0,0.0
334,-999.0,,-996.3846,-999.0,-998.99365,-998.8618
335,-76.387726,,-2.7408571,-252.23106,-213.31844,-6.3321986
336,0.6419806,,1.6865047,0.0,0.0,0.0
337,-999.0,,-997.9396,-999.0,-998.99744,-998.944
338,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1098.1552
339,0.54925483,,1.324998,0.0,0.0,0.0
340,-999.0,,-998.1267,-999.0,-998.99786,-998.95386
341,-76.39367,,-2.7408571,-252.25429,-213.35402,-6.3321986
342,0.716709,,1.8634329,0.0,0.0,0.0
343,-999.0,,-998.16974,-999.0,-998.998,-998.9561
344,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1097.7671
345,0.6099062,,1.7993776,0.0,0.0,0.0
346,-999.0,,-997.47296,-999.0,-998.9963,-998.9193
347,-76.42039,,-2.7408571,-252.36195,-213.58693,-6.3321986
348,0.59702253,,1.9375643,0.0,0.0,0.0
349,-999.0,,-997.00287,-999.0,-998.9952,-998.8945
350,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1097.5854
351,0.62488675,,2.0067716,0.0,0.0,0.0
352,-999.0,,-997.1588,-999.0,-998.99554,-998.9027
353,-76.39321,,-2.7408571,-252.25047,-213.30263,-6.3321986
354,0.7030948,,2.362501,0.0,0.0,0.0
355,-999.0,,-997.14813,-999.0,-998.9955,-998.90216
356,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1098.1168
357,0.70539296,,2.5403209,0.0,0.0,0.0
358,-999.0,,-996.808,-999.0,-998.9947,-998.8842
359,-76.396484,,-2.7408571,-252.26505,-213.36438,-6.3321986
360,0.80955726,,3.1814482,0.0,0.0,0.0
361,-999.0,,-996.6249,-999.0,-998.99426,-998.8745
362,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1098.1816
363,0.6735345,,3.0560195,0.0,0.0,0.0
364,-999.0,,-995.8636,-999.0,-998.9924,-998.8343
365,-76.33207,,-2.7408571,-252.17632,-213.38528,-6.3321986
366,0.6213707,,2.8100905,0.0,0.0,0.0
367,-999.0,,-995.3918,-999.0,-998.9913,-998.8094
368,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1098.7611
369,0.7132579,,3.5151849,0.0,0.0,0.0
370,-999.0,,-994.74475,-999.0,-998.9897,-998.7752
371,-76.47105,,-2.7408571,-252.54526,-213.52866,-6.3321986
372,0.6377667,,3.1594923,0.0,0.0,0.0
373,-999.0,,-993.70337,-999.0,-998.9872,-998.7202
374,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1096.2863
375,0.99810714,,5.324956,0.0,0.0,0.0
376,-999.0,,-993.5226,-999.0,-998.9867,-998.71063
377,-76.32682,,-2.7408571,-252.64539,-213.51772,-6.3321986
378,1.0150167,,6.0472956,0.0,0.0,0.0
379,-999.0,,-993.11053,-999.0,-998.9857,-998.6889
380,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1099.391
381,1.0298392,,5.1235256,0.0,0.0,0.0
382,-999.0,,-993.0627,-999.0,-998.9856,-998.68634
383,-76.15065,,-2.7408571,-252.29207,-213.3887,-6.3321986
384,0.9612348,,5.124868,0.0,0.0,0.0
385,-999.0,,-993.1175,-999.0,-998.9857,-998.6893
386,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1099.5602
387,0.8132335,,4.3333616,0.0,0.0,0.0
388,-999.0,,-993.0232,-999.0,-998.98553,-998.68427
389,-76.53571,,-2.7408571,-252.79434,-213.81555,-6.3321986
390,0.52298623,,1.7568725,0.0,0.0,0.0
391,-999.0,,-996.073,-999.0,-998.9929,-998.8454
392,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1097.4436
393,0.5706253,,1.2693043,0.0,0.0,0.0
394,-999.0,,-997.9948,-999.0,-998.99756,-998.9469
395,-76.55007,,-2.7408571,-252.83875,-213.62059,-6.3321986
396,0.5574699,,1.1746001,0.0,0.0,0.0
397,-999.0,,-998.1066,-999.0,-998.99786,-998.9528
398,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1099.9033
399,0.61181766,,1.4012231,0.0,0.0,0.0
400,-999.0,,-997.86847,-999.0,-998.99725,-998.94025
401,-76.53992,,-2.7408571,-252.8082,-213.78116,-6.3321986
402,0.37619013,,0.9298819,0.0,0.0,0.0
403,-999.0,,-997.4859,-999.0,-998.99634,-998.92004
404,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1098.2112
405,0.21090862,,0.5660019,0.0,0.0,0.0
406,-999.0,,-997.1748,-999.0,-998.9956,-998.90356
407,-76.22461,,-2.7408571,-252.1677,-213.4096,-6.3321986
408,0.61427945,,1.8329298,0.0,0.0,0.0
409,-999.0,,-997.5801,-999.0,-998.9966,-998.925
410,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1100.3228
411,1.0918423,,3.7885475,0.0,0.0,0.0
412,-999.0,,-997.479,-999.0,-998.99634,-998.9197
413,-76.55347,,-2.7408571,-252.84976,-213.5876,-6.3321986
414,0.42246333,,1.271879,0.0,0.0,0.0
415,-999.0,,-994.9558,-999.0,-998.9902,-998.7864
416,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1096.0774
417,0.5390032,,1.495397,0.0,0.0,0.0
418,-999.0,,-995.7558,-999.0,-998.9921,-998.8286
419,-76.18063,,-2.7408571,-252.34555,-213.36156,-6.3321986
420,0.7410449,,2.0610058,0.0,0.0,0.0
421,-999.0,,-996.7514,-999.0,-998.99457,-998.8812
422,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1099.9595
423,0.31403512,,0.6869779,0.0,0.0,0.0
424,-999.0,,-995.9388,-999.0,-998.99255,-998.83826
425,-75.93166,,-2.7408571,-252.3252,-213.62213,-6.3321986
426,0.7558366,,1.8193071,0.0,0.0,0.0
427,-999.0,,-996.842,-999.0,-998.99475,-998.886
428,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1099.6664
429,0.44702944,,1.0192363,0.0,0.0,0.0
430,-999.0,,-996.6454,-999.0,-998.99426,-998.8756
431,-76.34992,,-2.7408571,-252.49097,-213.65976,-6.3321986
432,0.7018102,,1.8903353,0.0,0.0,0.0
433,-999.0,,-996.2776,-999.0,-998.9934,-998.8562
434,-6.332209,,-2.7408571,-6.3321986,-6.3321986,-1099.103
435,1.1957374,,3.7742665,0.0,0.0,0.0
436,-999.0,,-996.54095,-999.0,-998.994,-998.8701
437,-76.61568,,-2.7408571,-253.08624,-213.78908,-6.3321986
438,0.6676314,,1.9161668,0.0,0.0,0.0
