,f1,f2,f3,f4,f5,f6
0,3136.3343098958335,28634.050423496963,27302.643619791666,2988.012379193306,58222.23478247325,76180.85677083333
1,1692.515039809545,6020.56408324639,19135.6787109375,2209.3935343424478,45648.1604048411,60355.972395833334
2,977.7924531141917,2795.1784887194635,13454.261588541667,399.6291987101237,37329.23541666667,47818.72552083333
3,588.0914543469747,20569.422574771444,10362.420963541666,32.60691174666087,26947.177129745483,38096.140364583334
4,368.3361208279928,20488.85784479777,8197.708268229168,34.43026186625163,15115.856353441874,30593.007421875
5,239.4690146605174,15747.978042602539,6231.557584635417,26.214833196004232,5190.638566365838,24782.340755208334
6,160.90450701713561,7641.534791831175,4795.268619791666,22.45409034093221,27.418385697404542,19631.441080729168
7,111.48201154867807,7293.321134352684,3736.341650390625,22.407177257537843,31.53686675230662,16779.146940104165
8,79.68232452074686,5353.361041180293,2944.6040852864585,22.118801816304526,1168.0396547496318,13943.694986979166
9,58.92116181850433,4634.222443938255,2344.1161295572915,21.96662228902181,2274.664852144321,11660.247135416666
10,45.26204607884089,4047.3633539040884,1882.5849365234376,21.808771228790285,2197.8060439626374,9812.930403645832
11,39.6150515238444,4118.508932765325,1523.5648844401042,21.6054118792216,2114.1107004781566,8305.863606770834
12,32.673719533284505,3115.272508573532,1241.2680786132812,21.3394806543986,2029.652107578516,7064.341276041667
13,25.9136328180631,2719.2226428667705,1017.1629028320312,20.99019447962443,982.8936019082864,6041.208138020834
14,25.153383763631187,2389.7483130613964,837.739453125,20.528456020355225,960.6256968994935,5191.354752604167
15,23.350416310628255,2105.3493727842965,693.0148315429688,19.52042584816615,939.2659827361505,4485.835986328125
16,22.169134457906086,1857.283382900556,575.5155802408855,18.83301546971003,918.0401040871938,3899.208772786458
17,21.44931723276774,1640.2603814760844,479.5813293457031,18.158110817273457,896.8472360203664,3406.0714192708333
18,21.025604438781738,1450.0595954418181,400.8775594075521,17.271184142430624,875.6889868030945,2987.4548177083334
19,20.781187947591146,1282.9612146854402,336.0482238769531,16.696657065550486,25.37738913844029,2629.6597981770833
20,20.642452430725097,1135.8025213241576,282.47010498046876,16.449113961060842,25.16846104214589,2322.200618489583
21,20.56220588684082,1006.015029335022,238.07341512044272,16.277903123696646,24.98194397861759,2056.7363850911456
22,20.516449546813966,891.4023703575134,201.21057586669923,16.165165185928345,24.81296969478329,1826.54228515625
23,20.48821652730306,790.0706299781799,170.55954182942708,16.10688459078471,24.662683852016926,1626.1453938802083
24,20.469395510355632,700.3902830123901,145.0507085164388,16.025117230415344,24.532246944556633,1451.0525309244792
25,20.455546569824218,620.9529319763184,123.81319224039713,15.950107832749685,24.424206526080766,1297.5531087239583
26,20.44454142252604,550.5408610661824,106.13324890136718,15.927349334955215,24.334146562839546,1162.5593831380208
27,20.434926350911457,488.0947807312012,91.42237828572591,15.920035414894421,24.25757150451342,1043.492744954427
28,20.426154454549152,432.69347047805786,79.1929712931315,15.911614427467187,24.190966689710816,938.1872843424479
29,20.4177396774292,383.53143014907835,69.039208984375,15.90466158092022,24.12895793803036,844.8155558268229
30,20.409297943115234,339.9061767260234,60.622044499715166,15.898004002372424,24.06755135084192,761.8295735677083
