,site5
0,0.5491224
1,0.5491224
2,0.5491224
3,0.5491224
4,0.5491224
5,0.5491224
6,0.5491224
7,0.5491224
8,0.5491224
9,0.5491224
10,0.5491224
11,0.5491224
12,0.5491224
13,0.5491224
14,0.5491224
15,0.5491224
16,1.3429592
17,0.5491224
18,1.7786436
19,1.75839
20,0.5491224
21,1.769156
22,1.7381468
23,1.7503133
24,1.7326412
25,0.5491224
26,1.7725577
27,1.7216022
28,1.7572467
29,1.7648137
30,1.6817617
31,1.7719803
32,1.7346163
33,1.7493382
34,1.7299681
35,1.773772
36,1.7254236
37,1.6959133
38,1.691828
39,1.6834905
40,1.6769233
41,1.6719313
42,1.7449992
43,1.7794206
44,1.0105007
45,1.7173946
46,1.6717012
47,1.6229162
48,1.5876946
49,1.568109
50,1.6476426
51,1.6169174
52,1.6193345
53,1.5329239
54,1.5409791
55,1.5630791
56,1.6359179
57,1.5802627
58,1.6928029
59,1.6898375
60,1.6986744
61,1.7180891
62,1.6597137
63,1.5306884
64,1.540154
65,1.6050375
66,1.7398536
67,1.5725234
68,1.5238286
69,1.6154735
70,1.6808038
71,1.7048001
72,1.4133358
73,1.7343383
74,1.6561761
75,1.736031
76,1.9094687
77,1.604562
78,1.6720719
79,1.767499
80,1.6669087
81,1.6438975
82,1.572979
83,1.6432269
84,1.6959982
85,1.6388252
86,1.5299151
87,1.5271087
88,2.0222852
89,2.1994436
90,2.0118916
91,1.7863576
92,1.6141346
93,1.7044346
94,2.3531842
95,1.7414365
96,1.5397289
97,2.6325703
98,2.6086895
99,3.4753284
100,4.1216793
101,3.1530967
102,6.010075
103,5.381676
104,2.1221797
105,3.0201972
106,2.9135098
107,5.0340877
108,2.1279848
109,7.2941732
110,4.012949
111,2.1314669
112,2.6898851
113,2.9496617
114,4.2527084
115,7.2142544
116,9.0720415
117,7.7604527
118,2.9707484
119,7.1651387
120,7.198321
121,7.0482917
122,7.643927
123,7.027221
124,6.9144335
125,7.077343
126,8.309705
127,6.640526
128,6.951212
129,7.032359
130,7.0840917
131,7.0977044
132,7.16064
133,7.1920485
134,7.243011
135,7.908962
136,7.5149307
137,7.0158944
138,7.058143
139,6.9859085
140,5.283578
141,6.6190844
142,6.9944153
143,7.0857415
144,7.1651764
145,7.090658
146,7.600329
147,7.5837655
148,8.223533
149,8.277366
150,8.607119
151,8.275742
152,8.357757
153,8.476319
154,7.924348
155,7.567218
156,8.336181
157,8.085549
158,8.548486
159,13.538986
160,9.519408
161,4.402948
162,8.753564
163,7.806215
164,7.5092807
165,8.32841
166,6.2279606
167,5.3760276
168,7.3358207
169,9.845129
170,8.963832
171,10.555387
172,9.707905
173,7.9914856
174,8.99618
175,7.234227
176,7.9701614
177,8.521139
178,8.477202
179,8.052092
180,7.2622066
181,8.177635
182,8.281306
183,8.084335
184,8.352137
185,8.373815
186,8.056108
187,8.049797
188,8.280653
189,7.9820848
190,8.389028
191,7.0607677
192,6.917561
193,5.283578
194,5.3840256
195,7.0121408
196,7.5057006
197,6.77797
198,6.9034095
199,7.085386
200,6.9467387
201,7.0071373
202,6.9116845
203,6.878206
204,6.983369
205,7.0353894
206,7.196209
207,7.1505585
208,7.436554
209,7.5084496
210,7.5876694
211,7.313309
212,7.224149
213,7.5646563
214,7.754887
215,7.705774
216,7.861813
217,7.713923
218,7.416745
219,7.2546754
220,7.591413
221,7.66777
222,7.4029455
223,7.0741606
224,7.019682
225,6.9943757
226,5.283578
227,6.9345593
228,6.987462
229,6.9923534
230,6.899821
231,6.9100337
232,7.00052
233,6.9701896
234,6.971259
235,6.968477
236,6.9832015
237,7.0290785
238,7.0137143
239,7.6908755
240,7.9039574
241,8.247079
242,8.248555
243,7.1369295
244,7.1429467
245,7.1263022
246,7.0332355
247,7.1977468
248,7.1800933
249,5.725805
