,0,train_loss,val_loss
0,0.03754267,5.705661364000323,12.179894746303559
1,0.04110229,6.059488265599096,13.104211899280548
2,0.02622271,5.835462817867064,12.344270837306976
3,0.02599235,5.831668117267521,12.387253960132599
4,0.01698556,4.589938426608449,11.885289836883546
5,0.0349899,5.416353350701326,11.465174170732498
6,0.02303169,4.827931026351144,12.10864387321472
7,0.00386718,10.07096604427694,16.78382283592224
8,0.07220091,7.140556018297989,13.908438824892045
9,0.02802955,4.909539383142547,12.17401078224182
10,0.03703616,5.1110134477464,13.100855735778808
11,0.0457241,6.144440844716728,13.095704888820649
12,0.05923971,10.118451558289443,16.80975689315796
13,0.01137953,10.061838948401157,16.76454097175598
14,0.05441211,7.884151852325123,13.266442058086396
15,0.00662151,4.706325951217277,9.915580357074738
16,0.07149868,7.410196495780138,13.50741104221344
17,0.00368418,4.802264654585054,10.131840164899826
18,0.00345355,4.503957020513961,10.288172354698181
19,0.0413136,10.097241764423737,16.792942853927613
20,0.04812197,5.614617665356816,12.768277629852294
21,0.01229721,5.5424402627657505,11.018612610578536
22,0.02406745,6.242783822444633,11.399513117313385
23,0.03057777,4.918522853004781,12.109701373577117
24,0.05905113,10.11632600132033,16.812695295333864
25,0.02667978,5.298786244958161,10.500199325323106
26,0.02828877,10.082205820298135,16.780653653144835
27,0.02615869,5.312226907829844,10.439125512123107
28,0.05129667,6.688565974532198,11.44698519706726
29,0.05914147,6.450159724951545,12.796640828609467
30,0.01105353,4.930777092568446,10.113219136953354
31,0.05362698,9.52779125458391,15.895526448726654
32,0.06952773,6.780702175136601,13.021941774845123
33,0.00331191,4.120079851392698,10.492533198833465
34,0.07066269,10.130081282968417,16.82230501270294
35,0.04058654,6.032434342433977,12.940597006320953
36,0.04760826,10.103505110539784,16.79664021396637
37,0.06030662,6.662508269534658,12.676088370323182
38,0.0724435,6.472590383865082,12.707922128200531
39,0.01570201,10.070024708782876,16.7692907037735
40,0.03166493,10.087339828768798,16.781960641860962
41,0.01757851,5.768403402594502,11.734118197917939
42,0.03086968,5.9677152150675274,12.700853690624237
43,0.02453988,4.922241198353103,11.562172392606735
44,0.06761345,6.73051207539092,12.413149366378784
45,0.0487569,10.106285328669959,16.802968549728394
46,0.03696866,6.0205129365431835,13.015322577953338
47,0.03865692,6.036039905745576,13.051228127002716
48,0.04719504,6.136051818531776,13.163054005622865
49,0.06910928,6.784669465198072,12.223762023448945
50,0.04221259,6.551619016132074,11.23955667924881
51,0.06239342,9.475301702278143,15.789279055595397
52,0.05764448,10.115480030000537,16.799782649993897
53,0.05125742,5.803201038569687,12.709256154060364
54,0.01814689,10.070159766370399,16.77505854701996
55,0.0641374,9.843378573097972,16.39116450881958
56,0.00613941,10.064154154686115,16.772395112991333
57,0.05779957,6.629200301729111,12.815392951011658
58,0.00082966,4.824629626150556,9.676878581047058
59,0.0173113,4.440073280617362,11.79363121175766
60,0.05352165,6.317210735117562,13.2228040766716
61,0.06884437,10.127389972501135,16.82301554965973
62,0.01739651,6.148735683725127,11.263905430316925
63,0.00712719,10.062935013597048,16.768915963172912
64,0.0259612,10.079016797331594,16.775195927619933
65,0.06079941,6.134407049493195,12.31193669128418
66,0.04615318,5.692767721411324,12.714416728973388
67,0.05917701,6.608125092298034,12.668160912513732
68,0.03595373,6.013657964422587,12.952826548099518
69,0.02384954,4.96088364364464,12.141511605739593
70,0.00013827,5.372229628008112,10.220389047145844
71,0.06853954,9.607058972070107,15.971827648639678
