,f1,f2,f3,f4,f5,f6
0,2336.1666259765625,26.759193897247314,22501.167317708332,2517.4823134740195,56389.6015625,67130.34765625
1,1333.658203125,26.132060050964355,15542.268880208334,937.2504069010416,41976.404947916664,53119.157552083336
2,793.7959594726562,25.64940317471822,11274.739583333334,75.15941111246745,32338.171875,42182.173177083336
3,491.9503479003906,22525.436579386394,9308.40625,34.30778566996256,25144.147786458332,33739.395182291664
4,316.6486104329427,17506.331637064617,7043.159016927083,34.14106750488281,20130.301432291668,27218.388671875
5,210.60339864095053,13605.738596598307,5389.242838541667,26.190844853719074,32.944851557413735,22144.010416666668
6,144.1183344523112,10980.921674092611,4176.499186197917,26.207122325897217,32.46688985824585,18269.962890625
7,101.25122451782227,9281.67552947998,3275.56689453125,25.831693013509113,32.48436689376831,15143.5830078125
8,73.07228978474934,7992.612696329753,2596.5072428385415,25.449832916259766,32.9636033376058,12625.7685546875
9,54.31385294596354,6966.435119628906,2077.567097981771,25.1707820892334,32.815982818603516,10595.386067708334
10,41.73657480875651,6095.593284606934,1675.971435546875,24.838886578877766,32.49858538309733,8946.37060546875
11,33.197364807128906,5321.787750244141,1361.6569010416667,24.392839272816975,32.137826124827065,7595.520670572917
12,27.02035649617513,4619.533297220866,1113.1638590494792,23.79459222157796,31.7659813563029,6476.204752604167
13,22.978235244750977,4048.195869445801,914.9418741861979,23.00486358006795,31.42069363594055,5550.13330078125
14,20.587377548217773,3558.2439244588218,755.5691528320312,21.963670253753662,31.072341601053875,4782.316243489583
15,18.881834665934246,3132.124912261963,626.541758219401,20.623658498128254,30.719710032145183,4143.788004557292
16,17.770819664001465,2759.6203486124673,521.4515686035156,19.140639305114746,30.36216926574707,3609.9767252604165
17,17.07217534383138,2433.383819580078,435.4148457845052,17.590534051259358,30.011178652445476,3159.6590983072915
18,16.636998494466145,2147.126533508301,364.66881306966144,16.2540229956309,29.682240168253582,2776.32666015625
19,16.363478978474934,1895.3666966756184,306.2837727864583,15.373492240905762,29.379561106363933,2447.805867513021
